Reaction,Flux,Subsystem
EX_ala_DASH_L_LPAREN_e_RPAREN_,0.0,
UGLT,0.0,Alternate Carbon Metabolism
NMNtex,0.0,"Transport, Outer Membrane Porin"
EX_fe2_LPAREN_e_RPAREN_,0.0,
INSTtex_reverse,0.0,"Transport, Outer Membrane Porin"
5DGLCNR,0.0,Alternate Carbon Metabolism
CYStex_reverse,0.0,"Transport, Outer Membrane Porin"
FCLPA_reverse,0.0,Alternate Carbon Metabolism
LSERDHr,0.0,Glycine and Serine Metabolism
MICITDr,0.0,Alternate Carbon Metabolism
PEAMNOpp,0.0,Nitrogen Metabolism
FRULYSt2pp,0.0,"Transport, Inner Membrane"
MG2uabcpp,0.0,Inorganic Ion Transport and Metabolism
CSNtex_reverse,0.0,"Transport, Outer Membrane Porin"
G6Pt6_2pp,0.0,"Transport, Inner Membrane"
EAR160y,0.0,Cell Envelope Biosynthesis
METOX1s,0.0,Methionine Metabolism
PPK2r,0.0,Oxidative Phosphorylation
MANGLYCptspp,0.0,"Transport, Inner Membrane"
GTHRDtex_reverse,0.0,"Transport, Outer Membrane Porin"
DMSOtpp,0.0,"Transport, Inner Membrane"
PAPA141pp,0.0,Glycerophospholipid Metabolism
ABTA,0.0,Arginine and Proline Metabolism
UDPKAAT_reverse,0.0,Lipopolysaccharide Biosynthesis / Recycling
CADVtpp,0.0,"Transport, Inner Membrane"
MLTGY2pp,0.0,Murein Recycling
DHPPD,0.0,Alternate Carbon Metabolism
CA2tex_reverse,0.0,"Transport, Outer Membrane Porin"
HCINNMt2rpp_reverse,0.0,"Transport, Inner Membrane"
GTHRDtex,0.0,"Transport, Outer Membrane Porin"
EX_cit_LPAREN_e_RPAREN_,0.0,
MLDEP1pp,0.001212530727976109,Murein Recycling
EX_lcts_LPAREN_e_RPAREN_,0.0,
SUCCt2_3pp,0.0,"Transport, Inner Membrane"
THYMt3pp,0.0,"Transport, Inner Membrane"
EX_h2o2_LPAREN_e_RPAREN_,0.0,
PPTtex,0.0,"Transport, Outer Membrane Porin"
DCMPtex_reverse,0.0,"Transport, Outer Membrane Porin"
PAPA161pp,0.0,Glycerophospholipid Metabolism
PG161abcpp,0.007559159965858493,"Transport, Inner Membrane"
ASPtex,0.0,"Transport, Outer Membrane Porin"
H2Otpp,0.0,"Transport, Inner Membrane"
DALAtex_reverse,0.0,"Transport, Outer Membrane Porin"
HXAtex,0.0,"Transport, Outer Membrane Porin"
ACNAMtex_reverse,0.0,"Transport, Outer Membrane"
TMAOR1pp,0.0,Oxidative Phosphorylation
DM_OXAM,0.0,
SADT2,0.22344552315537047,Cysteine Metabolism
ICHORS_reverse,0.0,Cofactor and Prosthetic Group Biosynthesis
HACD3,0.0,Membrane Lipid Metabolism
MALtex,0.0,"Transport, Outer Membrane Porin"
EX_no_LPAREN_e_RPAREN_,0.0,
DAPabcpp,0.0,"Transport, Inner Membrane"
NTP12,0.0,Nucleotide Salvage Pathway
BTNt2ipp,0.0,"Transport, Inner Membrane"
DHAD1,0.7658668621437669,"Valine, Leucine, and Isoleucine Metabolism"
ADPT,0.0,Nucleotide Salvage Pathway
SKMtex,0.0,"Transport, Outer Membrane Porin"
THFSYN,0.0008041467727544216,
GLYCtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_acac_LPAREN_e_RPAREN_,0.0,
GLTPD,0.0,Alternate Carbon Metabolism
FRULYSDG_reverse,0.0,Alternate Carbon Metabolism
GLYCAtex_reverse,0.0,"Transport, Outer Membrane Porin"
GLYt2pp,0.0,"Transport, Inner Membrane"
TREtex,0.0,"Transport, Outer Membrane Porin"
CO2tex,0.0,"Transport, Outer Membrane Porin"
3OAS180,0.0,Cell Envelope Biosynthesis
TCYNTtex,0.0,"Transport, Outer Membrane Porin"
THFAT,0.0,Folate Metabolism
COASYN,0.0005192696649167772,
AMALT4,0.0,Alternate Carbon Metabolism
PROGLYtex,0.0,"Transport, Outer Membrane Porin"
ARGDC,0.0,Arginine and Proline Metabolism
CAT,0.0,Unassigned
FA160ACPHi,0.0,Cell Envelope Biosynthesis
VALTA_reverse,0.3706864199644077,"Valine, Leucine, and Isoleucine Metabolism"
EX_thrp_LPAREN_e_RPAREN_,0.0,
ILEtex,0.0,"Transport, Outer Membrane Porin"
GUAtex_reverse,0.0,"Transport, Outer Membrane"
HEX1,0.0,Glycolysis/Gluconeogenesis
DAGK141,0.0,Glycerophospholipid Metabolism
DAGK140,0.0,Glycerophospholipid Metabolism
HEX4,0.0,Alternate Carbon Metabolism
HEX7,0.0,Alternate Carbon Metabolism
RIBtex_reverse,0.0,"Transport, Outer Membrane Porin"
MINCYCtex_reverse,0.0,"Transport, Outer Membrane Porin"
PPNDH,0.16229070199329895,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
PGL,4.751631198632725,Pentose Phosphate Pathway
PGM,0.0,Glycolysis/Gluconeogenesis
PGK,0.0,Glycolysis/Gluconeogenesis
PACALDtex_reverse,0.0,"Transport, Outer Membrane Porin"
PGI,5.072626671127037,Glycolysis/Gluconeogenesis
2AGPA141tipp,0.0,"Transport, Inner Membrane"
DTMPtex_reverse,0.0,"Transport, Outer Membrane Porin"
VALt2rpp,0.0,"Transport, Inner Membrane"
ETOHtrpp,0.0,"Transport, Inner Membrane"
ASPTRS,0.0,tRNA Charging
CAt6pp,0.0,Inorganic Ion Transport and Metabolism
EX_hdca_LPAREN_e_RPAREN_,0.0,
S2FE2SR,0.0,Cofactor and Prosthetic Group Biosynthesis
S2FE2SS,0.0,Cofactor and Prosthetic Group Biosynthesis
S2FE2ST,0.0,Cofactor and Prosthetic Group Biosynthesis
PPA,0.0,Anaplerotic Reactions
EX_feoxam_DASH_un_LPAREN_e_RPAREN_,0.0,
FDMO3,0.0,Inorganic Ion Transport and Metabolism
FDMO2,0.0,Inorganic Ion Transport and Metabolism
D_DASH_LACt2pp,0.0,"Transport, Inner Membrane"
FTHFLi,0.0,Folate Metabolism
FDMO6,0.0,Inorganic Ion Transport and Metabolism
FDMO4,0.0,Inorganic Ion Transport and Metabolism
FEENTERtex,0.0,Inorganic Ion Transport and Metabolism
EX_g3pc_LPAREN_e_RPAREN_,0.0,
BUTtex_reverse,0.0,"Transport, Outer Membrane Porin"
HPPPNtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_mobd_LPAREN_e_RPAREN__reverse,0.0001235068473849271,
AAMYLpp,0.0,Alternate Carbon Metabolism
CO2tpp_reverse,19.834272311300438,"Transport, Inner Membrane"
PYRtex,0.0,"Transport, Outer Membrane Porin"
GALURt2rpp,0.0,"Transport, Inner Membrane"
ALATA_L_reverse,0.4951497692841918,Alanine and Aspartate Metabolism
UDCPDPpp,0.0,Cell Envelope Biosynthesis
UDPACGALtex_reverse,0.0,"Transport, Outer Membrane Porin"
MN6PP,0.0,Alternate Carbon Metabolism
TARTRtex_reverse,0.0,"Transport, Outer Membrane Porin"
GLYtex_reverse,0.0,"Transport, Outer Membrane Porin"
CBL1abcpp,0.00020103669318860393,"Transport, Inner Membrane"
PAPA180,0.0,Glycerophospholipid Metabolism
PAPA181,0.0,Glycerophospholipid Metabolism
NOVBCNtex_reverse,0.0,"Transport, Outer Membrane"
ILEt2rpp_reverse,0.0,"Transport, Inner Membrane"
EX_gal_DASH_bD_LPAREN_e_RPAREN_,0.0,
CYSSADS,0.0,Cysteine Metabolism
LIPOPOLYSACCHARIDE_2,0.029392826657942794,
CRNDt2rpp_reverse,0.0,"Transport, Inner Membrane"
GLCUR1Ptex,0.0,"Transport, Outer Membrane Porin"
ALDD3y,0.0,Alternate Carbon Metabolism
PAPSR,0.22344552315537047,Cysteine Metabolism
5DOAN,0.00040928546505661963,Cofactor and Prosthetic Group Biosynthesis
EX_gtp_LPAREN_e_RPAREN_,0.0,
DURADx_reverse,0.0,Nucleotide Salvage Pathway
PLIPA1A161pp,0.0,Glycerophospholipid Metabolism
SUCCtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_g1p_LPAREN_e_RPAREN_,0.0,
FA141ACPHi,0.0,Cell Envelope Biosynthesis
SELGTHR3,0.0,Inorganic Ion Transport and Metabolism
SELGTHR2,0.0,Inorganic Ion Transport and Metabolism
UREAtex,0.0,"Transport, Outer Membrane Porin"
FACOAL141t2pp,0.0,Cell Envelope Biosynthesis
NTD7pp,0.0,Nucleotide Salvage Pathway
PSCVT_reverse,0.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
TSULtex_reverse,0.0,"Transport, Outer Membrane Porin"
PHETA1,0.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
DAPtex,0.0,"Transport, Outer Membrane Porin"
EX_gal1p_LPAREN_e_RPAREN_,0.0,
EX_mal_DASH_D_LPAREN_e_RPAREN_,0.0,
GLNtex,0.0,"Transport, Outer Membrane Porin"
CRNabcpp,0.0,"Transport, Inner Membrane"
ETOHtex_reverse,0.0,"Transport, Outer Membrane Porin"
DGSNtex,0.0,"Transport, Outer Membrane Porin"
ACACtex_reverse,0.0,"Transport, Outer Membrane Porin"
TTRCYCtpp,0.0,"Transport, Outer Membrane"
CSNtex,0.0,"Transport, Outer Membrane Porin"
PTRCtex,0.0,"Transport, Outer Membrane Porin"
NTRIR3pp,0.0,Nitrogen Metabolism
HXCT,0.0,Alternate Carbon Metabolism
CO2tex_reverse,19.834272311300438,"Transport, Outer Membrane Porin"
ILEtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_alaala_LPAREN_e_RPAREN_,0.0,
EX_crn_DASH_D_LPAREN_e_RPAREN_,0.0,
GLCptspp,10.0,"Transport, Inner Membrane"
PLIPA2E160pp,0.0,Glycerophospholipid Metabolism
EX_udpg_LPAREN_e_RPAREN_,0.0,
PGPP141pp,0.0,Glycerophospholipid Metabolism
EX_3cmp_LPAREN_e_RPAREN_,0.0,
MTHFR2,0.14231955462017953,Folate Metabolism
GPDDA2,0.0,Glycerophospholipid Metabolism
G3PGtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_feoxam_LPAREN_e_RPAREN_,0.0,
EX_acnam_LPAREN_e_RPAREN_,0.0,
LCARR,0.0,Methylglyoxal Metabolism
XYLtex,0.0,"Transport, Outer Membrane Porin"
GUAtpp,0.0,"Transport, Inner Membrane"
EX_mincyc_LPAREN_e_RPAREN_,0.0,
SPMDAT1,0.0,Arginine and Proline Metabolism
SPMDAT2,0.0,Arginine and Proline Metabolism
12PPDStex_reverse,0.0,"Transport, Outer Membrane Porin"
LPLIPAL2A160,0.0,Glycerophospholipid Metabolism
LPLIPAL2A161,0.0,Glycerophospholipid Metabolism
PYDAMtex,0.0,"Transport, Outer Membrane Porin"
PYAM5PO,0.0,Cofactor and Prosthetic Group Biosynthesis
OPHHX3,0.0,Cofactor and Prosthetic Group Biosynthesis
ILEt2rpp,0.0,"Transport, Inner Membrane"
O2tex,18.0,"Transport, Outer Membrane Porin"
CBL1tonex,0.00020103669318860393,"Transport, Outer Membrane"
EX_ni2_LPAREN_e_RPAREN__reverse,0.00027676351932242785,
ILETA,0.0,"Valine, Leucine, and Isoleucine Metabolism"
PHEtex_reverse,0.0,"Transport, Outer Membrane Porin"
ALPATG160pp,0.0,Unassigned
FCI_reverse,0.0,Alternate Carbon Metabolism
DMStex_reverse,0.0,"Transport, Outer Membrane Porin"
CDAPPA141,0.0,Glycerophospholipid Metabolism
CDAPPA140,0.0,Glycerophospholipid Metabolism
NDPK3_reverse,0.0,Nucleotide Salvage Pathway
g1p_to_glycogen,0.1390010969178084,
EX_h_LPAREN_e_RPAREN_,9.647837020525095,
DASYN140,0.0,Glycerophospholipid Metabolism
DASYN141,0.0,Glycerophospholipid Metabolism
HACD1,0.0,Membrane Lipid Metabolism
DAMPtex,0.0,"Transport, Outer Membrane Porin"
HACD2,0.0,Membrane Lipid Metabolism
HACD5,0.0,Membrane Lipid Metabolism
HACD4,0.0,Membrane Lipid Metabolism
HACD7,0.0,Membrane Lipid Metabolism
HACD6,0.0,Membrane Lipid Metabolism
HACD8,0.0,Membrane Lipid Metabolism
GAMAN6Ptex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_galur_LPAREN_e_RPAREN_,0.0,
AMALT3,0.0,Alternate Carbon Metabolism
AMALT2,0.0,Alternate Carbon Metabolism
AMALT1,0.0,Alternate Carbon Metabolism
GLCRt2rpp,0.0,"Transport, Inner Membrane"
NTPP1,0.0,Nucleotide Salvage Pathway
NOtpp_reverse,0.0,Inorganic Ion Transport and Metabolism
PPM2,0.0,Alternate Carbon Metabolism
GUR1PPpp,0.0,Alternate Carbon Metabolism
2AGPA181tipp,0.0,"Transport, Inner Membrane"
SPMDt3pp,0.0,"Transport, Inner Membrane"
DOGULNR,0.0,Alternate Carbon Metabolism
EX_fuc_DASH_L_LPAREN_e_RPAREN_,0.0,
MALTtexi,0.0,"Transport, Outer Membrane"
G2PPpp,0.0,Alternate Carbon Metabolism
PSCLYSt2pp,0.0,"Transport, Inner Membrane"
2AGPG140tipp,0.0,"Transport, Inner Membrane"
EX_fusa_LPAREN_e_RPAREN_,0.0,
EX_glu_DASH_L_LPAREN_e_RPAREN_,0.0,
ADSK,0.22344552315537047,Cysteine Metabolism
ACSERtpp,0.0,"Transport, Inner Membrane"
G3PGtex,0.0,"Transport, Outer Membrane Porin"
CLPNH161pp,0.0,Glycerophospholipid Metabolism
LPLIPAL2ATE161,0.0,Glycerophospholipid Metabolism
LPLIPAL2ATE160,0.0,Glycerophospholipid Metabolism
GSPMDA,0.0,Arginine and Proline Metabolism
PPPNtex,0.0,"Transport, Outer Membrane Porin"
ALATA_L,0.0,Alanine and Aspartate Metabolism
LPLIPAL1G141pp,0.0,Glycerophospholipid Metabolism
MALTabcpp,0.0,"Transport, Inner Membrane"
12PPDRtex_reverse,0.0,"Transport, Outer Membrane Porin"
SERTRS,0.0,tRNA Charging
EX_2ddglcn_LPAREN_e_RPAREN_,0.0,
GSPMDS,0.0,Arginine and Proline Metabolism
LPLIPAL2A180,0.0,Glycerophospholipid Metabolism
LPLIPAL2A181,0.0,Glycerophospholipid Metabolism
ALATA_L2,0.0,Cofactor and Prosthetic Group Biosynthesis
4PEPTtex_reverse,0.0,"Transport, Outer Membrane Porin"
CYTK1_reverse,0.0,Nucleotide Salvage Pathway
TCYNTtex_reverse,0.0,"Transport, Outer Membrane Porin"
NTD6pp,0.0,Nucleotide Salvage Pathway
PACCOAE,0.0,Alternate Carbon Metabolism
12PPDRtpp_reverse,0.0,"Transport, Inner Membrane"
SLNTtex,0.0,"Transport, Outer Membrane Porin"
MPTG,0.012127110299430942,Murein Biosynthesis
GLYCK,0.0,Glyoxylate Metabolism
G3PAT180,0.0,Glycerophospholipid Metabolism
LPLIPAL2G120,0.0,Glycerophospholipid Metabolism
GLYCL,3.0680791240911276e-11,Folate Metabolism
MLDCP1App,0.0005454134501305174,Murein Biosynthesis
3PEPTtex,0.0,"Transport, Outer Membrane Porin"
CGLYabcpp,0.0,"Transport, Inner Membrane"
FE3HOXUtex,0.0,Inorganic Ion Transport and Metabolism
XYLI1,0.0,Alternate Carbon Metabolism
I2FE2SS,0.0002461121849349279,Cofactor and Prosthetic Group Biosynthesis
EX_g3ps_LPAREN_e_RPAREN_,0.0,
XYLI2,0.0,Alternate Carbon Metabolism
THRTRS,0.0,tRNA Charging
I2FE2ST,2.1636236038235402e-05,Cofactor and Prosthetic Group Biosynthesis
CRNDCAL2,0.0,Oxidative Phosphorylation
LPLIPAL1E181pp,0.0,Glycerophospholipid Metabolism
EX_galct_DASH_D_LPAREN_e_RPAREN_,0.0,
GALURtex_reverse,0.0,"Transport, Outer Membrane Porin"
SERD_D,0.0,Glycine and Serine Metabolism
PGPP140pp,0.0,Glycerophospholipid Metabolism
OMMBLHX3,0.0,Cofactor and Prosthetic Group Biosynthesis
VALtex,0.0,"Transport, Outer Membrane Porin"
GUAD,0.0,Nucleotide Salvage Pathway
ALDD19xr_reverse,0.0,Alternate Carbon Metabolism
DSBGGT,0.0,Unassigned
PACCOAL,0.0,Alternate Carbon Metabolism
PPPGO,0.0,Cofactor and Prosthetic Group Biosynthesis
MCITL2,0.0,Alternate Carbon Metabolism
EX_cd2_LPAREN_e_RPAREN_,0.0,
FEOXAMabcpp,0.0,Inorganic Ion Transport and Metabolism
DHORDfum,0.0,Purine and Pyrimidine Biosynthesis
AKGtex,0.0,"Transport, Outer Membrane Porin"
EX_ala_DASH_D_LPAREN_e_RPAREN_,0.0,
PTHRpp,0.0,Threonine and Lysine Metabolism
CLt3_2pp,0.0022321383512779523,Inorganic Ion Transport and Metabolism
NTD12pp,0.0,Nucleotide Salvage Pathway
METtex,0.0,"Transport, Outer Membrane Porin"
PIt2rpp_reverse,0.0,Inorganic Ion Transport and Metabolism
SUCASPtpp,0.0,"Transport, Inner Membrane"
RPE,2.4818635132704427,Pentose Phosphate Pathway
PLIPA1E141pp,0.0,Glycerophospholipid Metabolism
BETALDHx,0.0,Unassigned
BETALDHy,0.0,Unassigned
RPI,0.0,Pentose Phosphate Pathway
CGLYtex_reverse,0.0,"Transport, Outer Membrane Porin"
NI2abcpp,0.0,Inorganic Ion Transport and Metabolism
PLIPA2G180pp,0.0,Glycerophospholipid Metabolism
CYStpp,0.0,"Transport, Inner Membrane"
G3PEtex_reverse,0.0,"Transport, Outer Membrane Porin"
TARTt2_3pp,0.0,"Transport, Inner Membrane"
G3PD2,0.0,Alternate Carbon Metabolism
CO2tpp,0.0,"Transport, Inner Membrane"
G3PD7,0.0,Oxidative Phosphorylation
G3PD6,0.0,Oxidative Phosphorylation
EX_btn_LPAREN_e_RPAREN_,0.0,
CRNt8pp,0.0,"Transport, Inner Membrane"
ASCBtex,0.0,"Transport, Outer Membrane Porin"
RMPA,0.0,Alternate Carbon Metabolism
GLXCL,0.0,Glyoxylate Metabolism
GALKr_reverse,0.0,Alternate Carbon Metabolism
EX_ca2_LPAREN_e_RPAREN_,0.0,
TMDS,0.022361951455351217,Nucleotide Salvage Pathway
PYDXNK,0.0,Cofactor and Prosthetic Group Biosynthesis
GARFT_reverse,0.0,Purine and Pyrimidine Biosynthesis
DDGLCNtex_reverse,0.0,"Transport, Outer Membrane Porin"
XYLI2_reverse,0.0,Alternate Carbon Metabolism
GLYCLTDy,0.0,Glyoxylate Metabolism
GLYCLTDx,0.0,Glyoxylate Metabolism
LYXI,0.0,Alternate Carbon Metabolism
CU1Opp,0.0,Inorganic Ion Transport and Metabolism
12PPDStpp,0.0,"Transport, Inner Membrane"
EX_ocdcea_LPAREN_e_RPAREN_,0.0,
CLPNH180pp,0.0,Glycerophospholipid Metabolism
PG140abcpp,0.0,"Transport, Inner Membrane"
34dhpactex_reverse,0.0,"Transport, Outer Membrane Porin"
GLYt2rpp,0.0,"Transport, Inner Membrane"
NAMNPP,0.0,Cofactor and Prosthetic Group Biosynthesis
BWCOGDS2,0.0,Cofactor and Prosthetic Group Biosynthesis
BWCOGDS1,0.0,Cofactor and Prosthetic Group Biosynthesis
FRUtex_reverse,0.0,"Transport, Outer Membrane Porin"
SBTtex,0.0,"Transport, Outer Membrane Porin"
NTPP11,0.0,Nucleotide Salvage Pathway
EX_lac_DASH_D_LPAREN_e_RPAREN_,0.0,
ACOTA,0.0,Arginine and Proline Metabolism
TYMtex_reverse,0.0,"Transport, Outer Membrane Porin"
DAAD,0.0,Alanine and Aspartate Metabolism
FALGTHLs,0.0,Cofactor and Prosthetic Group Biosynthesis
INSt2pp,0.0,"Transport, Inner Membrane"
ALCD2x,0.0,Pyruvate Metabolism
INDOLEtex_reverse,0.0,"Transport, Outer Membrane Porin"
EX_mn2_LPAREN_e_RPAREN__reverse,0.0005931934713816206,
ATPS4rpp_reverse,0.0,Oxidative Phosphorylation
FECRMexs,0.0,Inorganic Ion Transport and Metabolism
ACANTHAT,0.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
CRNCDH_reverse,0.0,Oxidative Phosphorylation
THIAMIN,0.00020103669318860393,
PPAKr,0.0,Alternate Carbon Metabolism
EX_ddca_LPAREN_e_RPAREN_,0.0,
EX_15dap_LPAREN_e_RPAREN_,0.0,
GLNabcpp,0.0,"Transport, Inner Membrane"
APG3PAT120,0.0,Glycerophospholipid Metabolism
PE140abcpp,0.0,"Transport, Inner Membrane"
DURItex_reverse,0.0,"Transport, Outer Membrane"
IMPSYN_3,0.4750217591997691,
HG2abcpp,0.0,Inorganic Ion Transport and Metabolism
LYSt3pp,0.0,"Transport, Inner Membrane"
EX_k_LPAREN_e_RPAREN__reverse,0.16740136124749716,
3CMPtex,0.0,"Transport, Outer Membrane Porin"
PYDXtex_reverse,0.0,"Transport, Outer Membrane Porin"
ARGSL_reverse,0.0,Arginine and Proline Metabolism
PGP141abcpp,0.0,"Transport, Inner Membrane"
UACGALPpp,0.0,Alternate Carbon Metabolism
DADNtex,0.0,"Transport, Outer Membrane"
DM_AMOB,1.8030196698529501e-06,
GLYC2Ptex,0.0,"Transport, Outer Membrane Porin"
SSALx,0.0,Arginine and Proline Metabolism
LYStex_reverse,0.0,"Transport, Outer Membrane Porin"
MEOHtex,0.0,"Transport, Outer Membrane Porin"
OXCOAHDH,0.0,Alternate Carbon Metabolism
SSALy,0.0,Arginine and Proline Metabolism
TGBPA,0.0,Alternate Carbon Metabolism
FALDH2_reverse,0.0,Cofactor and Prosthetic Group Biosynthesis
DM_AACALD,0.0,
ENTERES2,0.0,Inorganic Ion Transport and Metabolism
GPDDA4pp,0.0,Glycerophospholipid Metabolism
PYDXNtpp,0.0,"Transport, Inner Membrane"
GK1,0.21325756051086725,Nucleotide Salvage Pathway
EX_cbl1_LPAREN_e_RPAREN_,0.0,
ALAALAtex_reverse,0.0,"Transport, Outer Membrane Porin"
OCDCEAtexi,0.0,"Transport, Outer Membrane"
FECRMUtex,0.0,Inorganic Ion Transport and Metabolism
HYD2pp,0.0,Oxidative Phosphorylation
FACOAE161,0.0,Cell Envelope Biosynthesis
FACOAE160,0.0,Cell Envelope Biosynthesis
COFACTOR_10,0.0006031100795658119,
COFACTOR_11,1.8030196698529501e-06,
APH120,0.0,Glycerophospholipid Metabolism
GLYALDtex,0.0,"Transport, Outer Membrane Porin"
MLTP1_reverse,0.0,Alternate Carbon Metabolism
e4p_and_pep_to_3dhq,0.33529314384519654,
FECRMtonex,0.0,"Transport, Outer Membrane"
ALDD2y,0.0,Alternate Carbon Metabolism
ALDD2x,0.0,Alternate Carbon Metabolism
URAtex_reverse,0.0,"Transport, Outer Membrane Porin"
G6Ptex,0.0,"Transport, Outer Membrane Porin"
NO2tex,0.0,"Transport, Outer Membrane Porin"
XPPT,0.0,Nucleotide Salvage Pathway
GCALDD,0.0008041467727544216,Folate Metabolism
23PDE4pp,0.0,Nucleotide Salvage Pathway
PSERtex,0.0,"Transport, Outer Membrane Porin"
ETHSO3tex_reverse,0.0,"Transport, Outer Membrane Porin"
SERD_L,0.0,Glycine and Serine Metabolism
PHETRS,0.0,tRNA Charging
udp_to_dump_aerobic,0.022361951455351217,
ALLTNt2rpp,0.0,"Transport, Inner Membrane"
CYTDtex,0.0,"Transport, Outer Membrane Porin"
EX_crn_LPAREN_e_RPAREN_,0.0,
CHLtex_reverse,0.0,"Transport, Outer Membrane Porin"
2AGPGAT141,0.0,Glycerophospholipid Metabolism
2AGPGAT140,0.0,Glycerophospholipid Metabolism
FA140ACPHi,0.0,Cell Envelope Biosynthesis
CU2abcpp,0.0,Inorganic Ion Transport and Metabolism
H2tex,0.0,"Transport, Outer Membrane Porin"
MELIBtex,0.0,"Transport, Outer Membrane Porin"
EX_dca_LPAREN_e_RPAREN_,0.0,
ACBIPGT,0.0,Cofactor and Prosthetic Group Biosynthesis
NO3R2bpp,0.0,Nitrogen Metabolism
TMK,0.0,Cofactor and Prosthetic Group Biosynthesis
FESD1s,0.0033482075269169282,Cofactor and Prosthetic Group Biosynthesis
FUMt2_3pp,0.0,"Transport, Inner Membrane"
DHPTDCs2,0.0012080231788082632,Methionine Metabolism
LDH_D_reverse,0.0,Pyruvate Metabolism
EX_pydx_LPAREN_e_RPAREN_,0.0,
DSBDR,0.0,Unassigned
NTRIR2x,0.0,Oxidative Phosphorylation
EX_dms_LPAREN_e_RPAREN_,0.0,
FUSAtpp,0.0,"Transport, Outer Membrane"
NO2t2rpp,0.0,Inorganic Ion Transport and Metabolism
TALA,0.0,Pentose Phosphate Pathway
MEOHtrpp,0.0,"Transport, Inner Membrane"
GOFUCR,0.0,Cell Envelope Biosynthesis
HSDy_reverse,0.6176397135753218,Threonine and Lysine Metabolism
PG141abcpp,0.0,"Transport, Inner Membrane"
NADH16pp,32.376494887210285,Oxidative Phosphorylation
ARGt3pp,0.0,"Transport, Inner Membrane"
TMAOR2pp,0.0,Oxidative Phosphorylation
MALDtex_reverse,0.0,"Transport, Outer Membrane Porin"
LYXtex,0.0,"Transport, Outer Membrane Porin"
PLIPA1G180pp,0.0,Glycerophospholipid Metabolism
EX_galctn_DASH_D_LPAREN_e_RPAREN_,0.0,
GLCNtex_reverse,0.0,"Transport, Outer Membrane Porin"
PAPSR2,0.0,Cysteine Metabolism
THIORDXi,0.0,Unassigned
HKNDDH,0.0,Alternate Carbon Metabolism
FACOAE181,0.0,Cell Envelope Biosynthesis
FACOAE180,0.0,Cell Envelope Biosynthesis
PUNP6,0.0,Nucleotide Salvage Pathway
PUNP7,0.0,Nucleotide Salvage Pathway
BUTt2rpp_reverse,0.0,"Transport, Inner Membrane"
LPLIPAL1A180pp,0.0,Glycerophospholipid Metabolism
PUNP2,0.0,Nucleotide Salvage Pathway
5MTRtpp,0.006079782326744148,"Transport, Inner Membrane"
LPLIPAL2E180,0.0,Glycerophospholipid Metabolism
EX_but_LPAREN_e_RPAREN_,0.0,
EX_thym_LPAREN_e_RPAREN_,0.0,
DHPTDNRN,0.0,Alternate Carbon Metabolism
ASPO3,0.0,Cofactor and Prosthetic Group Biosynthesis
ASPO4,0.0,Cofactor and Prosthetic Group Biosynthesis
ASPO5,0.0,Cofactor and Prosthetic Group Biosynthesis
DDGLCNt2rpp_reverse,0.0,"Transport, Inner Membrane"
GLYt4pp,0.0,"Transport, Inner Membrane"
CYTDK2,0.0,Nucleotide Salvage Pathway
EX_udpgal_LPAREN_e_RPAREN_,0.0,
PTRCORNt7pp_reverse,0.0,"Transport, Inner Membrane"
MDH3,0.0,Citric Acid Cycle
MDH2,0.0,Citric Acid Cycle
EX_malthx_LPAREN_e_RPAREN_,0.0,
EX_na1_LPAREN_e_RPAREN_,0.0,
EX_gln_DASH_L_LPAREN_e_RPAREN_,0.0,
PTRCabcpp,0.0,"Transport, Inner Membrane"
EX_mal_DASH_L_LPAREN_e_RPAREN_,0.0,
ASPt2_2pp,0.0,"Transport, Inner Membrane"
EX_metsox_DASH_S_DASH_L_LPAREN_e_RPAREN_,0.0,
F6Ptex_reverse,0.0,"Transport, Outer Membrane Porin"
FORtex_reverse,0.0,"Transport, Outer Membrane Porin"
R5Ptex,0.0,"Transport, Outer Membrane Porin"
DMSOR2,0.0,Oxidative Phosphorylation
DMSOR1,0.0,Oxidative Phosphorylation
SUCDi,3.3258220577478173,Oxidative Phosphorylation
NADTRHD,0.0,Oxidative Phosphorylation
IPPS,0.3946611725144424,"Valine, Leucine, and Isoleucine Metabolism"
COBALT2t3pp,0.0,Inorganic Ion Transport and Metabolism
PGP160abcpp,0.0,"Transport, Inner Membrane"
ARBtex,0.0,"Transport, Outer Membrane Porin"
PG181abcpp,0.003895423996717299,"Transport, Inner Membrane"
EX_ppt_LPAREN_e_RPAREN_,0.0,
GAL1Ptex,0.0,"Transport, Outer Membrane Porin"
AGM3Pt2pp,0.0,Murein Recycling
3KGK,0.0,Alternate Carbon Metabolism
GALURt2rpp_reverse,0.0,"Transport, Inner Membrane"
VITB6,0.00020103669318860393,
