mapping_id,rxn_id_modified,rxn_id,rxn_description,used_,comments_,reactants_elements_tracked,products_elements_tracked,reactants_trackedids,reactants_mapping,products_trackedids,products_mapping
full01,MANAO_reverse,MANAO_reverse,,TRUE,individual,C,C,1*fruur_c,abcdef,1*mana_c,abcdef
full01,MCITD,MCITD,,TRUE,individual,C,C,1*2mcit_c,abcdefg,1*2mcacn_c,abcdefg
full01,MCITL2,MCITL2,,TRUE,individual,C,C,1*micit_c,abcdefg,0.5*succ_c+0.5*succ_c+1*pyr_c,edcf+fcde+abg
full01,MCITL2_reverse,MCITL2_reverse,,TRUE,individual,C,C,0.5*succ_c+0.5*succ_c+1*pyr_c,edcf+fcde+abg,1*micit_c,abcdefg
full01,MCITS,MCITS,,TRUE,individual,C,C,1*oaa_c+1*ppcoa_c,abcd+efg,1*2mcit_c,efbcdag
full01,MCOATA,MCOATA,,TRUE,individual,C,C,1*malcoa_c,ABCDEFGHIJKLMNOPQRSTUabc,1*coa_c,ABCDEFGHIJKLMNOPQRSTU
full01,MCOATA_coaNEG,MCOATA,,FALSE,individual,C,C,1*malcoa_c,abc,,
full01,METOX1s,METOX1s,methionine oxidation (spontaneous),TRUE,individual,C,C,1*met_DASH_L_c,abcde,,
full01,METOX2s,METOX2s,methionine oxidation 2 (spontaneous),TRUE,individual,C,C,1*met_DASH_L_c,abcde,,
full01,MICITDr,MICITDr,,TRUE,individual,C,C,1*2mcacn_c,abcdefg,1*micit_c,abcdefg
full01,MICITDr_reverse,MICITDr_reverse,,TRUE,individual,C,C,1*micit_c,abcdefg,1*2mcacn_c,abcdefg
full01,MLTG3,MLTG3,,TRUE,individual,C,C,,,,
full01,MLTG4,MLTG4,,TRUE,individual,C,C,,,,
full01,MLTG5,MLTG5,,TRUE,individual,C,C,,,,
full01,MLTP1,MLTP1,,TRUE,individual,C,C,,,,
full01,MLTP1_reverse,MLTP1_reverse,,TRUE,individual,C,C,1*g1p_c,abcdef,,
full01,MLTP2,MLTP2,,TRUE,individual,C,C,,,,
full01,MLTP2_reverse,MLTP2_reverse,,TRUE,individual,C,C,1*g1p_c,abcdef,,
full01,MLTP3,MLTP3,,TRUE,individual,C,C,,,,
full01,MLTP3_reverse,MLTP3_reverse,,TRUE,individual,C,C,1*g1p_c,abcdef,,
full01,MMCD,MMCD,,TRUE,individual,C,C,1*mmcoa_DASH_S_c,abcd,1*co2_c+1*ppcoa_c,d+abc
full01,MMM,MMM,,TRUE,individual,C,C,1*succoa_c,ABCDEFGHIJKLMNOPQRSTUabcd,1*mmcoa_DASH_S_c,ABCDEFGHIJKLMNOPQRSTUabcd
full01,MMM_coaNEG,MMM,,FALSE,individual,C,C,1*succoa_c,abcd,1*mmcoa_DASH_S_c,abcd
full01,MN6PP,MN6PP,,TRUE,individual,C,C,1*man6p_c,abcdef,1*man_c,abcdef
full01,MOLYBDOPTERIN_1,MOLYBDOPTERIN_1,"['MPTAT','MPTS','CPMPS']",TRUE,combo,C,C,,,,
full01,MOLYBDOPTERIN_2,MOLYBDOPTERIN_2,"['MOCDS','MOGDS']",TRUE,combo,C,C,,,,
full01,MOLYBDOPTERIN_3,MOLYBDOPTERIN_3,"['MOADSUx','MPTSS']",TRUE,combo,C,C,,,,
full01,MOX,MOX,malate oxidase,TRUE,individual,C,C,1*mal_DASH_L_c,abcd,1*oaa_c,abcd
full01,MOX_reverse,MOX_reverse,,TRUE,individual,C,C,1*oaa_c,abcd,1*mal_DASH_L_c,abcd
full01,NADDP_Abbreviated,NADDP,,FALSE,add NADSALVAGE,C,C,,,,
full01,NADDP,NADDP,,TRUE,add NADSALVAGE,C,C,1*nad_c,abcdefghijklmnopqrstu,1*nmn_c+1*amp_c,abcdefghijk+lmnopqrstu
full01,NADN_Abbreviated,NADN,,FALSE,add NADSALVAGE,C,C,,,,
full01,NADN,NADN,,TRUE,add NADSALVAGE,C,C,1*nad_c,abcdefghijklmnopqrstu,1*adprib_c+1*ncam_c,abcdelmnopqrstu+fghijk
full01,NADPPPS_Abbreviated,NADPPPS,,FALSE,add NADSALVAGE,C,C,,,,
full01,NADPPPS,NADPPPS,,TRUE,add NADSALVAGE,C,C,1*nadp_c,abcdefghijklmnopqrstu,1*nad_c,abcdefghijklmnopqrstu
full01,NADSALVAGE,NADSALVAGE,"[NADPPPS,NADN,NNAM,NAMNPP,NMNN,NMNDA,NMNAT,NADDP,ADPRDP]",TRUE,combo,C,C,,,,
full01,NAMNPP_Abbreviated,NAMNPP,,FALSE,add NADSALVAGE,C,C,,,,
full01,NAMNPP,NAMNPP,,TRUE,add NADSALVAGE,C,C,1*prpp_c+1*nac_c,abcde+fghijk,1*nicrnt_c,abcdefghijk
full01,NDPK1_reverse_Abbreviated,NDPK1_reverse,,FALSE,individual,C,C,,,,
full01,NDPK1_reverse,NDPK1_reverse,,TRUE,individual,C,C,1*gtp_c+1*adp_c,abcdefghij+klmnopqrst,1*gdp_c+1*atp_c,abcdefghij+klmnopqrst
full01,NDPK2_reverse_Abbreviated,NDPK2_reverse,,FALSE,individual,C,C,,,,
full01,NDPK2_reverse,NDPK2_reverse,,TRUE,individual,C,C,1*utp_c+1*adp_c,abcdefghi+jklmnopqrs,1*udp_c+1*atp_c,abcdefghi+jklmnopqrs
full01,NDPK3_reverse_Abbreviated,NDPK3_reverse,,FALSE,individual,C,C,,,,
full01,NDPK3_reverse,NDPK3_reverse,,TRUE,individual,C,C,1*ctp_c+1*adp_c,abcdefghi+jklmnopqrs,1*cdp_c+1*atp_c,abcdefghi+jklmnopqrs
full01,NDPK4_reverse_Abbreviated,NDPK4_reverse,,FALSE,individual,C,C,,,,
full01,NDPK4_reverse,NDPK4_reverse,,TRUE,individual,C,C,1*dttp_c+1*adp_c,abcdefghij+klmnopqrst,1*dtdp_c+1*atp_c,abcdefghij+klmnopqrst
full01,NMNAT_Abbreviated,NMNAT,,FALSE,add NADSALVAGE,C,C,,,,
full01,NMNAT,NMNAT,,TRUE,add NADSALVAGE,C,C,1*nmn_c+1*atp_c,abcdefghijk+lmnopqrstu,1*nad_c,abcdefghijklmnopqrstu
full01,NMNDA_Abbreviated,NMNDA,,FALSE,add NADSALVAGE,C,C,,,,
full01,NMNDA,NMNDA,,TRUE,add NADSALVAGE,C,C,1*nmn_c,abcdefghijk,1*nicrnt_c,abcdefghijk
full01,NMNN_Abbreviated,NMNN,,FALSE,add NADSALVAGE,C,C,,,,
full01,NMNN,NMNN,,TRUE,add NADSALVAGE,C,C,1*nmn_c,abcdefghijk,1*r5p_c+1*ncam_c,abcde+fghijk
full01,NNAM_Abbreviated,NNAM,,FALSE,add NADSALVAGE,C,C,,,,
full01,NNAM,NNAM,,TRUE,add NADSALVAGE,C,C,1*ncam_c,abcdef,1*nac_c,abcdef
full01,NTD1_Abbreviated,NTD1,,FALSE,,C,C,,,,
full01,NTD1,NTD1,5'-nucleotidase (dUMP),TRUE,individual,C,C,1*dump_c,abcdefghi,1*duri_c,abcdefghi
full01,NTD10_Abbreviated,NTD10,,FALSE,,C,C,,,,
full01,NTD10,NTD10,5'-nucleotidase (XMP),TRUE,individual,C,C,1*xmp_c,abcdefghij,1*xtsn_c,abcdefghij
full01,NTD11_Abbreviated,NTD11,,FALSE,,C,C,,,,
full01,NTD11,NTD11,5'-nucleotidase (IMP),TRUE,individual,C,C,1*imp_c,abcdefghij,1*ins_c,abcdefghij
full01,NTD12_Abbreviated,NTD12,,FALSE,,C,C,,,,
full01,NTD12,NTD12,5'-nucleotidase (dIMP),TRUE,individual,C,C,1*dimp_c,abcdefghij,1*din_c,abcdefghij
full01,NTD2_Abbreviated,NTD2,,FALSE,,C,C,,,,
full01,NTD2,NTD2,5'-nucleotidase (UMP),TRUE,individual,C,C,1*ump_c,abcdefghi,1*uri_c,abcdefghi
full01,NTD3_Abbreviated,NTD3,,FALSE,,C,C,,,,
full01,NTD3,NTD3,5'-nucleotidase (dCMP),TRUE,individual,C,C,1*dcmp_c,abcdefghi,1*dcyt_c,abcdefghi
full01,NTD4_Abbreviated,NTD4,,FALSE,,C,C,,,,
full01,NTD4,NTD4,5'-nucleotidase (CMP),TRUE,individual,C,C,1*cmp_c,abcdefghi,1*cytd_c,abcdefghi
full01,NTD5_Abbreviated,NTD5,,FALSE,,C,C,,,,
full01,NTD5,NTD5,5'-nucleotidase (dTMP),TRUE,individual,C,C,1*dtmp_c,abcdefghij,1*thymd_c,abcdefghij
full01,NTD6_Abbreviated,NTD6,,FALSE,,C,C,,,,
full01,NTD6,NTD6,5'-nucleotidase (dAMP),TRUE,individual,C,C,1*damp_c,abcdefghij,,
full01,NTD7_Abbreviated,NTD7,,FALSE,,C,C,,,,
full01,NTD7,NTD7,5'-nucleotidase (AMP),TRUE,individual,C,C,1*amp_c,abcdefghi,1*adn_c,abcdefghi
full01,NTD8_Abbreviated,NTD8,,FALSE,,C,C,,,,
full01,NTD8,NTD8,5'-nucleotidase (dGMP),TRUE,individual,C,C,1*dgmp_c,abcdefghij,1*dgsn_c,abcdefghij
full01,NTD9_Abbreviated,NTD9,,FALSE,,C,C,,,,
full01,NTD9,NTD9,5'-nucleotidase (GMP),TRUE,individual,C,C,1*gmp_c,abcdefghij,1*gsn_c,abcdefghij
full01,NTP1_Abbreviated,NTP1,,FALSE,,C,C,,,,
full01,NTP1,NTP1,nucleoside-triphosphatase (ATP),TRUE,individual,C,C,1*atp_c,abcdefghij,1*adp_c,abcdefghij
full01,NTP10_Abbreviated,NTP10,,FALSE,,C,C,,,,
full01,NTP10,NTP10,nucleoside-triphosphatase (ITP),TRUE,individual,C,C,1*itp_c,abcdefghij,1*idp_c,abcdefghij
full01,NTP11_Abbreviated,NTP11,,FALSE,,C,C,,,,
full01,NTP11,NTP11,nucleoside-triphosphatase (dITP),TRUE,individual,C,C,1*ditp_c,abcdefghij,1*didp_c,abcdefghij
full01,NTP12_Abbreviated,NTP12,,FALSE,,C,C,,,,
full01,NTP12,NTP12,nucleoside-triphosphatase (XTP),TRUE,individual,C,C,1*xtp_c,abcdefghij,1*xdp_c,abcdefghij
full01,NTP3_Abbreviated,NTP3,,FALSE,,C,C,,,,
full01,NTP3,NTP3,nucleoside-triphosphatase (GTP),TRUE,individual,C,C,1*gtp_c,abcdefghij,1*gdp_c,abcdefghij
full01,NTP5_Abbreviated,NTP5,,FALSE,,C,C,,,,
full01,NTP5,NTP5,nucleoside-triphosphatase (CTP),TRUE,individual,C,C,1*ctp_c,abcdefghi,1*cdp_c,abcdefghi
full01,NTPP1_Abbreviated,NTPP1,,FALSE,,C,C,,,,
full01,NTPP1,NTPP1,Nucleoside triphosphate pyrophosphorylase (dgtp),TRUE,individual,C,C,1*dgtp_c,abcdefghij,1*dgmp_c,abcdefghij
full01,NTPP10_Abbreviated,NTPP10,,FALSE,,C,C,,,,
full01,NTPP10,NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),TRUE,individual,C,C,1*ditp_c,abcdefghij,1*dimp_c,abcdefghij
full01,NTPP11_Abbreviated,NTPP11,,FALSE,,C,C,,,,
full01,NTPP11,NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),TRUE,individual,C,C,1*xtp_c,abcdefghij,1*xmp_c,abcdefghij
full01,NTPP2_Abbreviated,NTPP2,,FALSE,,C,C,,,,
full01,NTPP2,NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),TRUE,individual,C,C,1*gtp_c,abcdefghij,1*gmp_c,abcdefghij
full01,NTPP3_Abbreviated,NTPP3,,FALSE,,C,C,,,,
full01,NTPP3,NTPP3,Nucleoside triphosphate pyrophosphorylase (dctp),TRUE,individual,C,C,1*dctp_c,abcdefghi,1*dcmp_c,abcdefghi
full01,NTPP4_Abbreviated,NTPP4,,FALSE,,C,C,,,,
full01,NTPP4,NTPP4,Nucleoside triphosphate pyrophosphorylase (ctp),TRUE,individual,C,C,1*ctp_c,abcdefghi,1*cmp_c,abcdefghi
full01,NTPP5_Abbreviated,NTPP5,,FALSE,,C,C,,,,
full01,NTPP5,NTPP5,Nucleoside triphosphate pyrophosphorylase (datp),TRUE,individual,C,C,1*datp_c,abcdefghij,1*damp_c,abcdefghij
full01,NTPP7_Abbreviated,NTPP7,,FALSE,,C,C,,,,
full01,NTPP7,NTPP7,Nucleoside triphosphate pyrophosphorylase (dttp),TRUE,individual,C,C,1*dttp_c,abcdefghij,1*dtmp_c,abcdefghij
full01,NTPP8_Abbreviated,NTPP8,,FALSE,,C,C,,,,
full01,NTPP8,NTPP8,Nucleoside triphosphate pyrophosphorylase (utp),TRUE,individual,C,C,1*utp_c,abcdefghi,1*ump_c,abcdefghi
full01,NTPP9_Abbreviated,NTPP9,,FALSE,,C,C,,,,
full01,NTPP9,NTPP9,Nucleoside triphosphate pyrophosphorylase (itp),TRUE,individual,C,C,1*itp_c,abcdefghij,1*imp_c,abcdefghij
full01,NTPTP1_Abbreviated,NTPTP1,,FALSE,,C,C,,,,
full01,NTPTP1,NTPTP1,Nucleoside triphosphate tripolyhydrolase,TRUE,individual,C,C,1*dgtp_c,abcdefghij,1*dgsn_c,abcdefghij
full01,NTPTP2_Abbreviated,NTPTP2,,FALSE,,C,C,,,,
full01,NTPTP2,NTPTP2,Nucleoside triphosphate tripolyhydrolase,TRUE,individual,C,C,1*gtp_c,abcdefghij,1*gsn_c,abcdefghij
full01,OAADC,OAADC,,TRUE,individual,C,C,1*oaa_c,abcd,1*pyr_c+1*co2_c,abc+d
full01,OBTFL,OBTFL,,TRUE,individual,C,C,1*2obut_c,abcd,1*for_c+1*ppcoa_c,a+bcd
full01,PDE1_Abbreviated,PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",FALSE,,C,C,,,,
full01,PDE1,PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",TRUE,individual,C,C,1*camp_c,abcdefghij,1*amp_c,abcdefghij
full01,PDE4_Abbreviated,PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",FALSE,,C,C,,,,
full01,PDE4,PDE4,"3',5'-cyclic-nucleotide phosphodiesterase",TRUE,individual,C,C,1*35cgmp_c,abcdefghij,1*gmp_c,abcdefghij
full01,PE160abcpp,PE160abcpp,,TRUE,individual,C,C,,,,
full01,PE161abcpp,PE161abcpp,,TRUE,individual,C,C,,,,
full01,PE181abcpp,PE181abcpp,,TRUE,individual,C,C,,,,
full01,PFK_3,PFK_3,phosphofructokinase (s7p),TRUE,individual,C,C,1*s7p_c,abcdefg,1*s17bp_c,abcdefg
full01,PG160abcpp,PG160abcpp,,TRUE,individual,C,C,1*pg160_c,abc,1*pg160_p,abc
full01,PG161abcpp,PG161abcpp,,TRUE,individual,C,C,1*pg161_c,abc,1*pg161_p,abc
full01,PG181abcpp,PG181abcpp,,TRUE,individual,C,C,1*pg181_c,abc,1*pg181_p,abc
full01,PMANM,PMANM,,TRUE,individual,C,C,1*man1p_c,abcdef,1*man6p_c,abcdef
full01,PMANM_reverse,PMANM_reverse,,TRUE,individual,C,C,1*man6p_c,abcdef,1*man1p_c,abcdef
full01,POR5,POR5,pyruvate synthase,TRUE,individual,C,C,1*coa_c+1*pyr_c,ABCDEFGHIJKLMNOPQRSTU+abc,1*accoa_c+1*co2_c,ABCDEFGHIJKLMNOPQRSTUbc+a
full01,POR5_coaNEG,POR5,pyruvate synthase,FALSE,individual,C,C,1*pyr_c,abc,1*accoa_c+1*co2_c,bc+a
full01,POR5_reverse,POR5_reverse,,TRUE,individual,C,C,1*accoa_c+1*co2_c,ABCDEFGHIJKLMNOPQRSTUab+c,1*coa_c+1*pyr_c,ABCDEFGHIJKLMNOPQRSTU+cab
full01,POR5_reverse_coaNEG,POR5_reverse,,FALSE,individual,C,C,1*accoa_c+1*co2_c,ab+c,1*pyr_c,cab
full01,PPAKr,PPAKr,,TRUE,individual,C,C,1*ppap_c,abc,1*ppa_c,abc
full01,PPAKr_reverse,PPAKr_reverse,,TRUE,individual,C,C,1*ppa_c,abc,1*ppap_c,abc
full01,PPCSCT,PPCSCT,,TRUE,individual,C,C,0.5*succ_c+0.5*succ_c+1*ppcoa_c,abcd+dcba+ABCDEFGHIJKLMNOPQRSTUefg,1*ppa_c+1*succoa_c,efg+ABCDEFGHIJKLMNOPQRSTUabcd
full01,PPCSCT_coaNEG,PPCSCT,,FALSE,individual,C,C,0.5*succ_c+0.5*succ_c+1*ppcoa_c,abcd+dcba+efg,1*ppa_c+1*succoa_c,efg+abcd
full01,PPM,PPM,,TRUE,individual,C,C,1*r1p_c,abcde,1*r5p_c,abcde
full01,PPM,PPM,,TRUE,individual,C,C,1*r1p_c,abcde,1*r5p_c,abcde
full01,PPM_reverse,PPM_reverse,,TRUE,individual,C,C,1*r5p_c,abcde,1*r1p_c,abcde
full01,PPM_reverse,PPM_reverse,,TRUE,individual,C,C,1*r5p_c,abcde,1*r1p_c,abcde
full01,PPM2,PPM2,,FALSE,not included; growth on pyrimidine deoxyribonucleoside,C,C,1*2dr1p_c,abcde,1*2dr5p_c,abcde
full01,PPM2_reverse,PPM2_reverse,,FALSE,not included; growth on pyrimidine deoxyribonucleoside,C,C,1*2dr5p_c,abcde,1*2dr1p_c,abcde
full01,PTA2,PTA2,,TRUE,individual,C,C,1*ppcoa_c,abc,1*ppap_c,abc
full01,PUNP1_Abbreviated,PUNP1,,FALSE,individual,C,C,,,,
full01,PUNP1,PUNP1,,TRUE,individual,C,C,1*adn_c,abcdefghij,1*ade_c+1*r1p_c,fghij+abcde
full01,PUNP1_reverse_Abbreviated,PUNP1_reverse,,FALSE,individual,C,C,1*r1p_c,abcde,,
full01,PUNP1_reverse,PUNP1_reverse,,TRUE,individual,C,C,1*ade_c+1*r1p_c,abcde+fghij,1*adn_c,abcdefghij
full01,PUNP3_Abbreviated,PUNP3,,FALSE,individual,C,C,,,,
full01,PUNP3,PUNP3,,TRUE,individual,C,C,1*gsn_c,abcdefghij,1*gua_c+1*r1p_c,fghij+abcde
full01,PUNP3_reverse_Abbreviated,PUNP3_reverse,,FALSE,individual,C,C,1*r1p_c,abcde,,
full01,PUNP3_reverse,PUNP3_reverse,,TRUE,individual,C,C,1*gua_c+1*r1p_c,abcde+fghij,1*gsn_c,abcdefghij
full01,PUNP5_Abbreviated,PUNP5,,FALSE,individual,C,C,,,,
full01,PUNP5,PUNP5,,TRUE,individual,C,C,1*ins_c,abcdefghij,1*hxan_c+1*r1p_c,fghij+abcde
full01,PUNP5_reverse_Abbreviated,PUNP5_reverse,,FALSE,individual,C,C,1*r1p_c,abcde,,
full01,PUNP5_reverse,PUNP5_reverse,,TRUE,individual,C,C,1*hxan_c+1*r1p_c,abcde+fghij,1*ins_c,abcdefghij
full01,PUNP7_Abbreviated,PUNP7,,FALSE,individual,C,C,,,,
full01,PUNP7,PUNP7,,TRUE,individual,C,C,1*xtsn_c,abcdefghij,1*r1p_c+1*xan_c,abcde+fghij
full01,PUNP7_reverse,PUNP7_reverse,,TRUE,individual,C,C,1*r1p_c,abcde,,
full01,PUNP7_reverse,PUNP7_reverse,,TRUE,individual,C,C,1*r1p_c+1*xan_c,abcde+fghij,1*xtsn_c,abcdefghij
full01,PYNP2r_Abbreviated,PYNP2r,,FALSE,individual,C,C,,,,
full01,PYNP2r,PYNP2r,,TRUE,individual,C,C,1*uri_c,abcdefghi,1*ura_c+1*r1p_c,fghi+abcde
full01,PYNP2r_reverse_Abbreviated,PYNP2r_reverse,,FALSE,individual,C,C,1*r1p_c,abcde,,
full01,PYNP2r_reverse,PYNP2r_reverse,,TRUE,individual,C,C,1*ura_c+1*r1p_c,abcd+efghi,1*uri_c,abcdefghi
full01,R15BPK,R15BPK,,TRUE,individual,C,C,1*r15bp_c,abcde,1*prpp_c,abcde
full01,R1PK,R1PK,,TRUE,individual,C,C,1*r1p_c,abcde,1*r15bp_c,abcde
full01,R5PP,R5PP,,TRUE,individual,C,C,1*r5p_c,abcde,1*rib_DASH_D_c,abcde
full01,RBK,RBK,,TRUE,individual,C,C,1*rib_DASH_D_c,abcde,1*r5p_c,abcde
full01,RBP4E,RBP4E,,TRUE,individual,C,C,1*ru5p_DASH_L_c,abcde,1*xu5p_DASH_D_c,abcde
full01,RBP4E_reverse,RBP4E_reverse,,TRUE,individual,C,C,1*xu5p_DASH_D_c,abcde,1*ru5p_DASH_L_c,abcde
full01,REPHACCOAI,REPHACCOAI,,FALSE,not included,C,C,,,,
full01,REPHACCOAI_reverse,REPHACCOAI_reverse,,FALSE,not included,C,C,,,,
full01,RMI,RMI,,FALSE,not included; growth on L-rhamnose,C,C,1*rmn_c,abcdef,1*rml_c,abcdef
full01,RMI_reverse,RMI_reverse,,FALSE,not included; growth on L-rhamnose,C,C,1*rml_c,abcdef,1*rmn_c,abcdef
full01,RMPA,RMPA,,FALSE,not included; growth on L-rhamnose,C,C,,,,
full01,RMPA_reverse,RMPA_reverse,,FALSE,not included; growth on L-rhamnose,C,C,,,,
full01,RNDR1_Abbreviated,RNDR1,ribonucleoside-diphosphate reductase (ADP),FALSE,individual,C,C,,,,
full01,RNDR1,RNDR1,ribonucleoside-diphosphate reductase (ADP),TRUE,individual,C,C,1*adp_c,abcdefghij,1*dadp_c,abcdefghij
full01,RNDR1b_Abbreviated,RNDR1b,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),FALSE,individual,C,C,,,,
full01,RNDR1b,RNDR1b,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin),TRUE,individual,C,C,1*adp_c,abcdefghij,1*dadp_c,abcdefghij
full01,RNDR2_Abbreviated,RNDR2,ribonucleoside-diphosphate reductase (GDP),FALSE,individual,C,C,,,,
full01,RNDR2,RNDR2,ribonucleoside-diphosphate reductase (GDP),TRUE,individual,C,C,1*gdp_c,abcdefghij,1*dgdp_c,abcdefghij
full01,RNDR2b_Abbreviated,RNDR2b,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),FALSE,individual,C,C,,,,
full01,RNDR2b,RNDR2b,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin),TRUE,individual,C,C,1*gdp_c,abcdefghij,1*dgdp_c,abcdefghij
full01,RNDR3_Abbreviated,RNDR3,ribonucleoside-diphosphate reductase (CDP),FALSE,individual,C,C,,,,
full01,RNDR3,RNDR3,ribonucleoside-diphosphate reductase (CDP),TRUE,individual,C,C,1*cdp_c,abcdefghij,1*dcdp_c,abcdefghij
full01,RNDR3b_Abbreviated,RNDR3b,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),FALSE,individual,C,C,,,,
full01,RNDR3b,RNDR3b,ribonucleoside-diphosphate reductase (CDP) (glutaredoxin),TRUE,individual,C,C,1*cdp_c,abcdefghij,1*dcdp_c,abcdefghij
full01,RNDR4_Abbreviated,RNDR4,ribonucleoside-diphosphate reductase (UDP),FALSE,individual,C,C,,,,
full01,RNDR4,RNDR4,ribonucleoside-diphosphate reductase (UDP),TRUE,individual,C,C,1*udp_c,abcdefghi,1*dudp_c,abcdefghi
full01,RNDR4b_Abbreviated,RNDR4b,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),FALSE,individual,C,C,,,,
full01,RNDR4b,RNDR4b,ribonucleoside-diphosphate reductase (UDP) (glutaredoxin),TRUE,individual,C,C,1*udp_c,abcdefghi,1*dudp_c,abcdefghi
full01,RNTR1c2_Abbreviated,RNTR1c2,ribonucleoside-triphosphate reductase (ATP) (flavodoxin),FALSE,individual,C,C,,,,
full01,RNTR1c2,RNTR1c2,ribonucleoside-triphosphate reductase (ATP) (flavodoxin),TRUE,individual,C,C,1*atp_c,abcdefghij,1*datp_c,abcdefghij
full01,RNTR2c2_Abbreviated,RNTR2c2,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),FALSE,individual,C,C,,,,
full01,RNTR2c2,RNTR2c2,ribonucleoside-triphosphate reductase (GTP) (flavodoxin),TRUE,individual,C,C,1*gtp_c,abcdefghij,1*dgtp_c,abcdefghij
full01,RNTR3c2_Abbreviated,RNTR3c2,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),FALSE,individual,C,C,,,,
full01,RNTR3c2,RNTR3c2,ribonucleoside-triphosphate reductase (CTP) (flavodoxin),TRUE,individual,C,C,1*ctp_c,abcdefghi,1*dctp_c,abcdefghi
full01,RNTR4c2_Abbreviated,RNTR4c2,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),FALSE,individual,C,C,,,,
full01,RNTR4c2,RNTR4c2,ribonucleoside-triphosphate reductase (UTP) (flavodoxin),TRUE,individual,C,C,1*utp_c,abcdefghi,1*dutp_c,abcdefghi
full01,SADH,SADH,Succinylarginine dihydrolase,TRUE,individual,C,C,,,,
full01,SBTPD,SBTPD,,FALSE,not included; growth on Sorbitol,C,C,1*sbt6p_c,abcdef,1*f6p_c,abcdef
full01,SBTPD_reverse,SBTPD_reverse,,FALSE,not included; growth on Sorbitol,C,C,1*f6p_c,abcdef,1*sbt6p_c,abcdef
full01,SERD_D,SERD_D,,TRUE,individual,C,C,1*ser_DASH_D_c,abc,1*pyr_c,abc
full01,SGDS,SGDS,Succinylglutamate desuccinylase,TRUE,individual,C,C,,,,
full01,SGSAD,SGSAD,Succinylglutamic semialdehyde dehydrogenase,TRUE,individual,C,C,,,,
full01,SOTA,SOTA,Succinylornithine transaminase,TRUE,individual,C,C,,,,
full01,TAGURr,TAGURr,,FALSE,not included; growth on galacturonate,C,C,,,,
full01,TAGURr_reverse,TAGURr_reverse,,FALSE,not included; growth on galacturonate,C,C,,,,
full01,TGBPA,TGBPA,,FALSE,not included; growth on galactitol,C,C,,,,
full01,TGBPA_reverse,TGBPA_reverse,,FALSE,not included; growth on galactitol,C,C,,,,
full01,THFAT,THFAT,,TRUE,individual,C,C,1*methf_c,a,1*5fthf_c,a
full01,THIAMIN,THIAMIN,"['AMPMS3','PMPK','THZPSN3','TMPPP','TMPK']",TRUE,combo,C,C,1*air_c+1*amet_c,abcdefgh+123456789Aijklm,1*met_DASH_L_c+1*co_c+1*for_c,ijklm+d+f
full01,THIAMIN_ametNEG,THIAMIN,"['AMPMS3','PMPK','THZPSN3','TMPPP','TMPK']",FALSE,combo,C,C,1*air_c,abcdefgh,1*co_c+1*for_c,d+f
full01,THRt2rpp_reverse,THRt2rpp_reverse,,TRUE,individual,C,C,1*thr_DASH_L_c,abcd,1*thr_DASH_L_p,abcd
full01,THRt4pp,THRt4pp,,TRUE,individual,C,C,1*thr_DASH_L_p,abcd,1*thr_DASH_L_c,abcd
full01,TMDK1_Abbreviated,TMDK1,thymidine kinase (ATP:thymidine),FALSE,individual,C,C,,,,
full01,TMDK1,TMDK1,thymidine kinase (ATP:thymidine),TRUE,individual,C,C,1*atp_c+1*thymd_c,abcdefghij+klmnopqrst,1*adp_c+1*dtmp_c,abcdefghij+klmnopqrst
full01,TRE6PH,TRE6PH,,TRUE,individual,C,C,1*tre6p_c,abcdefghijkl,1*g6p_c+1*glc_DASH_D_c,abcdef+ghijkl
full01,TRE6PP,TRE6PP,,TRUE,individual,C,C,1*tre6p_c,abcdefghijkl,1*tre_c,abcdefghijkl
full01,TRE6PS,TRE6PS,,TRUE,individual,C,C,1*g6p_c+1*udpg_c,abcdef+ghijklmnopqrstu,1*tre6p_c+1*udp_c,abcdefghijkl+mnopqrstu
full01,TREH,TREH,,TRUE,individual,C,C,1*tre_c,abcdefghijkl,1*glc_DASH_D_c+1*glc_DASH_D_c,abcdef+ghijkl
full01,TRSARr_reverse,TRSARr_reverse,,TRUE,individual,C,C,1*glyc_DASH_R_c,abc,1*2h3oppan_c,abc
full01,UDPG4E,UDPG4E,,TRUE,individual,C,C,1*udpg_c,abcdefghijklmno,1*udpgal_c,abcdefghijklmno
full01,UDPG4E_reverse,UDPG4E_reverse,,TRUE,individual,C,C,1*udpgal_c,abcdefghijklmno,1*udpg_c,abcdefghijklmno
