ac,swissprot_entry_name,ecogene_accession_number,ordered_locus_name,biologicalmaterial_id,gene_name,ordered_locus_name2
P77671,ALLB_ECOLI,EG13619,b0512,MG1655,allB,JW0500
P77671,ALLB_ECOLI,EG13619,b0512,MG1655,glxB3,JW0500
P77671,ALLB_ECOLI,EG13619,b0512,MG1655,ybbX,JW0500
P00909,TRPC_ECOLI,EG11026,b1262,MG1655,trpC,JW1254
P00909,TRPC_ECOLI,EG11026,b1262,MG1655,trpF,JW1254
P05041,PABB_ECOLI,EG10683,b1812,MG1655,pabB,JW1801
P76403,YEGQ_ECOLI,EG14060,b2081,MG1655,yegQ,JW2066
P0AEJ6,EUTB_ECOLI,EG50006,b2441,MG1655,eutB,JW2434
P0ABR5,HCAE_ECOLI,EG13456,b2538,MG1655,hcaE,JW2522
P0ABR5,HCAE_ECOLI,EG13456,b2538,MG1655,digA,JW2522
P0ABR5,HCAE_ECOLI,EG13456,b2538,MG1655,hcaA,JW2522
P0ABR5,HCAE_ECOLI,EG13456,b2538,MG1655,hcaA1,JW2522
P0ABR5,HCAE_ECOLI,EG13456,b2538,MG1655,phdC1,JW2522
P0ABR5,HCAE_ECOLI,EG13456,b2538,MG1655,yfhU,JW2522
P0AGD7,SRP54_ECOLI,EG10300,b2610,MG1655,ffh,JW5414
P39398,YJJL_ECOLI,EG12588,b4356,MG1655,yjjL,JW4319
P39398,YJJL_ECOLI,EG12588,b4356,MG1655,yjiZ,JW4319
P77726,YAJR_ECOLI,EG13614,b0427,MG1655,yajR,JW5059
P25888,RHLE_ECOLI,EG11235,b0797,MG1655,rhlE,JW0781
P16095,SDHL_ECOLI,EG10930,b1814,MG1655,sdaA,JW1803
Q46892,YGBN_ECOLI,EG13108,b2740,MG1655,ygbN,JW2710
P0ADR8,YGDH_ECOLI,EG12373,b2795,MG1655,ygdH,JW2766
P25522,MNME_ECOLI,EG10997,b3706,MG1655,mnmE,JW3684
P25522,MNME_ECOLI,EG10997,b3706,MG1655,thdF,JW3684
P25522,MNME_ECOLI,EG10997,b3706,MG1655,trmE,JW3684
P42630,TDCG_ECOLI,EG12756,b4471,MG1655,tdcG,JW5520
P42630,TDCG_ECOLI,EG12756,b4471,MG1655,yhaP,JW5520
P42630,TDCG_ECOLI,EG12756,b4471,MG1655,yhaQ,JW5520
P75978,YMFN_ECOLI,EG14252,b1149,MG1655,ymfN,JW1135
P30744,SDHM_ECOLI,EG11623,b2797,MG1655,sdaB,JW2768
P45428,DCUD_ECOLI,EG12818,b3227,MG1655,dcuD,JW3196
P45428,DCUD_ECOLI,EG12818,b3227,MG1655,yhcL,JW3196
P39099,DEGQ_ECOLI,EG12612,b3234,MG1655,degQ,JW3203
P39099,DEGQ_ECOLI,EG12612,b3234,MG1655,hhoA,JW3203
Q46817,GHXQ_ECOLI,EG13067,b4464,MG1655,ghxQ,JW5467
Q46817,GHXQ_ECOLI,EG13067,b4464,MG1655,ygfQ,JW5467
Q46817,GHXQ_ECOLI,EG13067,b4464,MG1655,ygfR,JW5467
P0AB89,PUR8_ECOLI,EG11314,b1131,MG1655,purB,JW1117
P24175,MANB_ECOLI,EG10162,b2048,MG1655,manB,JW2033
P24175,MANB_ECOLI,EG10162,b2048,MG1655,cpsG,JW2033
P24175,MANB_ECOLI,EG10162,b2048,MG1655,rfbL,JW2033
P04994,EX7L_ECOLI,EG11072,b2509,MG1655,xseA,JW2493
P0ACC7,GLMU_ECOLI,EG11198,b3730,MG1655,glmU,JW3708
P0ACC7,GLMU_ECOLI,EG11198,b3730,MG1655,yieA,JW3708
P15993,AROP_ECOLI,EG10084,b0112,MG1655,aroP,JW0108
P0AAE2,PROY_ECOLI,EG13609,b0402,MG1655,proY,JW5055
P0AAE2,PROY_ECOLI,EG13609,b0402,MG1655,yajM,JW5055
P77211,CUSC_ECOLI,EG14233,b0572,MG1655,cusC,JW0561
P77211,CUSC_ECOLI,EG14233,b0572,MG1655,ibeB,JW0561
P77211,CUSC_ECOLI,EG14233,b0572,MG1655,ylcB,JW0561
P21693,DBPA_ECOLI,EG10210,b1343,MG1655,dbpA,JW1337
P0CE44,UIDB_ECOLI,EG11658,b1616,MG1655,uidB,JW1608
P0CE44,UIDB_ECOLI,EG11658,b1616,MG1655,gusB,JW1608
P0CE44,UIDB_ECOLI,EG11658,b1616,MG1655,uidP,JW1608
P37340,MDTK_ECOLI,EG12400,b1663,MG1655,mdtK,JW1655
P37340,MDTK_ECOLI,EG12400,b1663,MG1655,norE,JW1655
P37340,MDTK_ECOLI,EG12400,b1663,MG1655,norM,JW1655
P37340,MDTK_ECOLI,EG12400,b1663,MG1655,ydhE,JW1655
P76269,YEBQ_ECOLI,EG14019,b1828,MG1655,yebQ,JW5299
P52612,FLII_ECOLI,EG20266,b1941,MG1655,fliI,JW1925
P52612,FLII_ECOLI,EG20266,b1941,MG1655,fla,JW1925
P52612,FLII_ECOLI,EG20266,b1941,MG1655,AIII,JW1925
P52612,FLII_ECOLI,EG20266,b1941,MG1655,flaC,JW1925
P0AEA8,CYSG_ECOLI,EG10188,b3368,MG1655,cysG,JW3331
P32131,HEMN_ECOLI,EG11836,b3867,MG1655,hemN,JW3838
P32131,HEMN_ECOLI,EG11836,b3867,MG1655,yihJ,JW3838
P0AE82,CPXA_ECOLI,EG10163,b3911,MG1655,cpxA,JW3882
P0AE82,CPXA_ECOLI,EG10163,b3911,MG1655,ecfB,JW3882
P0AE82,CPXA_ECOLI,EG10163,b3911,MG1655,eup,JW3882
P0AE82,CPXA_ECOLI,EG10163,b3911,MG1655,ssd,JW3882
P11447,ARLY_ECOLI,EG11223,b3960,MG1655,argH,JW3932
P37773,MPL_ECOLI,EG12440,b4233,MG1655,mpl,JW4192
P37773,MPL_ECOLI,EG12440,b4233,MG1655,yjfG,JW4192
P24207,PHEP_ECOLI,EG10708,b0576,MG1655,pheP,JW0565
P76639,YGEH_ECOLI,EG13038,b2852,MG1655,ygeH,JW2820
P0AGI8,TRKA_ECOLI,EG11019,b3290,MG1655,trkA,JW3251
P76230,YDJK_ECOLI,EG13487,b1775,MG1655,ydjK,JW5290
P42588,PAT_ECOLI,EG12718,b3073,MG1655,patA,JW5510
P42588,PAT_ECOLI,EG12718,b3073,MG1655,ygjG,JW5510
P28303,DINF_ECOLI,EG11491,b4044,MG1655,dinF,JW4004
P15005,MCRB_ECOLI,EG10574,b4346,MG1655,mcrB,JW5871
P15005,MCRB_ECOLI,EG10574,b4346,MG1655,rglB,JW5871
P75683,YAGG_ECOLI,EG13346,b0270,MG1655,yagG,JW0263
P77554,YAHJ_ECOLI,EG13594,b0324,MG1655,yahJ,JW0316
P0AA89,DOSC_ECOLI,EG13793,b1490,MG1655,dosC,JW5241
P0AA89,DOSC_ECOLI,EG13793,b1490,MG1655,yddV,JW5241
P0AAE5,ARCD_ECOLI,EG13930,b1605,MG1655,ydgI,JW1597
P31435,YICJ_ECOLI,EG11686,b3657,MG1655,yicJ,JW5939
P0ABB4,ATPB_ECOLI,EG10101,b3732,MG1655,atpD,JW3710
P0ABB4,ATPB_ECOLI,EG10101,b3732,MG1655,papB,JW3710
P0ABB4,ATPB_ECOLI,EG10101,b3732,MG1655,uncD,JW3710
P24554,RADA_ECOLI,EG11296,b4389,MG1655,radA,JW4352
P24554,RADA_ECOLI,EG11296,b4389,MG1655,sms,JW4352
P36645,HOFB_ECOLI,EG12106,b0107,MG1655,hofB,JW0103
P36645,HOFB_ECOLI,EG12106,b0107,MG1655,hopB,JW0103
P21888,SYC_ECOLI,EG10196,b0526,MG1655,cysS,JW0515
P76037,PUUP_ECOLI,EG13907,b1296,MG1655,puuP,JW1289
P76037,PUUP_ECOLI,EG13907,b1296,MG1655,ycjJ,JW1289
Q06065,ATOC_ECOLI,EG11668,b2220,MG1655,atoC,JW2214
Q06065,ATOC_ECOLI,EG11668,b2220,MG1655,az,JW2214
Q46806,PHYDA_ECOLI,EG13056,b2873,MG1655,hyuA,JW2841
Q46806,PHYDA_ECOLI,EG13056,b2873,MG1655,ygeZ,JW2841
P27837,YIFK_ECOLI,EG11459,b3795,MG1655,yifK,JW5595
P32137,YIHP_ECOLI,EG11842,b3877,MG1655,yihP,JW3848
P0ABP3,DCUC_ECOLI,EG13545,b0621,MG1655,dcuC,JW0613/JW0616
P37758,NARU_ECOLI,EG12153,b1469,MG1655,narU,JW1464
P37758,NARU_ECOLI,EG12153,b1469,MG1655,yddF,JW1464
P76149,SAD_ECOLI,EG13817,b1525,MG1655,sad,JW5247
P76149,SAD_ECOLI,EG13817,b1525,MG1655,yneI,JW5247
P0AB67,PNTB_ECOLI,EG10745,b1602,MG1655,pntB,JW1594
P69826,PTMCB_ECOLI,EG11792,b2933,MG1655,cmtA,JW2900
P10903,NARK_ECOLI,EG10642,b1223,MG1655,narK,JW1214
P77529,YDJN_ECOLI,EG13990,b1729,MG1655,ydjN,JW1718
P0A821,SELA_ECOLI,EG10941,b3591,MG1655,selA,JW3564
P0A821,SELA_ECOLI,EG10941,b3591,MG1655,fdhA,JW3564
P0AGM9,XANP_ECOLI,EG11194,b3654,MG1655,xanP,JW3629
P0AGM9,XANP_ECOLI,EG11194,b3654,MG1655,yicE,JW3629
P0AGC0,UHPT_ECOLI,EG11054,b3666,MG1655,uhpT,JW3641
P39165,YCHO_ECOLI,EG12405,b1220,MG1655,ychO,JW1211
P39165,YCHO_ECOLI,EG12405,b1220,MG1655,ychP,JW1211
P71244,WCAM_ECOLI,EG12651,b2043,MG1655,wcaM,JW2028
P71244,WCAM_ECOLI,EG12651,b2043,MG1655,yefK,JW2028
P71241,WCAJ_ECOLI,EG13575,b2047,MG1655,wcaJ,JW2032
P0AEP1,GALP_ECOLI,EG12148,b2943,MG1655,galP,JW2910
P05719,T1SK_ECOLI,EG10460,b4348,MG1655,hsdS,JW4311
P05719,T1SK_ECOLI,EG10460,b4348,MG1655,hss,JW4311
P0ABF1,PCNB_ECOLI,EG10690,b0143,MG1655,pcnB,JW5808
P76046,YCJX_ECOLI,EG13921,b1321,MG1655,ycjX,JW1314
P37197,YHJA_ECOLI,EG12244,b3518,MG1655,yhjA,JW3486
P14377,ZRAS_ECOLI,EG10008,b4003,MG1655,zraS,JW3967
P14377,ZRAS_ECOLI,EG10008,b4003,MG1655,hydH,JW3967
P39301,ULAA_ECOLI,EG12493,b4193,MG1655,ulaA,JW5744
P39301,ULAA_ECOLI,EG12493,b4193,MG1655,sgaT,JW5744
P39301,ULAA_ECOLI,EG12493,b4193,MG1655,yjfS,JW5744
P0A6A6,LEUC_ECOLI,EG11576,b0072,MG1655,leuC,JW0071
P71298,INTF_ECOLI,EG13554,b0281,MG1655,intF,JW0275
P71298,INTF_ECOLI,EG13554,b0281,MG1655,yagO,JW0275
P0A8M0,SYN_ECOLI,EG10094,b0930,MG1655,asnS,JW0913
P0A8M0,SYN_ECOLI,EG10094,b0930,MG1655,tss,JW0913
P69910,DCEB_ECOLI,EG11490,b1493,MG1655,gadB,JW1488
P77286,YDEU_ECOLI,-,b1509,MG1655,ydeU,JW1502
P25527,GABP_ECOLI,EG11330,b2663,MG1655,gabP,JW2638
P67444,XANQ_ECOLI,EG13065,b2882,MG1655,xanQ,JW2850
P67444,XANQ_ECOLI,EG13065,b2882,MG1655,ygfO,JW2850
P69908,DCEA_ECOLI,EG50009,b3517,MG1655,gadA,JW3485
P69908,DCEA_ECOLI,EG50009,b3517,MG1655,gadS,JW3485
P27306,STHA_ECOLI,EG11428,b3962,MG1655,sthA,JW5551
P27306,STHA_ECOLI,EG11428,b3962,MG1655,sth,JW5551
P27306,STHA_ECOLI,EG11428,b3962,MG1655,udhA,JW5551
Q47689,MMUP_ECOLI,EG13342,b0260,MG1655,mmuP,JW5027
Q47689,MMUP_ECOLI,EG13342,b0260,MG1655,ykfD,JW5027
P05042,FUMC_ECOLI,EG10358,b1611,MG1655,fumC,JW1603
P30847,BAES_ECOLI,EG11617,b2078,MG1655,baeS,JW2063
P76551,EUTA_ECOLI,EG14181,b2451,MG1655,eutA,JW2435
P76551,EUTA_ECOLI,EG14181,b2451,MG1655,yffT,JW2435
P77445,EUTE_ECOLI,EG14185,b2455,MG1655,eutE,JW2439
P77445,EUTE_ECOLI,EG14185,b2455,MG1655,yffX,JW2439
P03004,DNAA_ECOLI,EG10235,b3702,MG1655,dnaA,JW3679
P32136,YIHO_ECOLI,EG11841,b3876,MG1655,yihO,JW5852
P75733,CHIP_ECOLI,EG13659,b0681,MG1655,chiP,JW0667
P75733,CHIP_ECOLI,EG13659,b0681,MG1655,ybfM,JW0667
P77730,YDCR_ECOLI,EG13761,b1439,MG1655,ydcR,JW1434
P24216,FLID_ECOLI,EG10841,b1924,MG1655,fliD,JW1909
P24216,FLID_ECOLI,EG10841,b1924,MG1655,flaV,JW1909
P24216,FLID_ECOLI,EG10841,b1924,MG1655,flbC,JW1909
P00350,6PGD_ECOLI,EG10411,b2029,MG1655,gnd,JW2011
P52124,YFJI_ECOLI,EG13195,b2625,MG1655,yfjI,JW2605
P0AFB8,NTRC_ECOLI,EG10385,b3868,MG1655,glnG,JW3839
P0AFB8,NTRC_ECOLI,EG10385,b3868,MG1655,glnT,JW3839
P0AFB8,NTRC_ECOLI,EG10385,b3868,MG1655,ntrC,JW3839
P0A9C5,GLNA_ECOLI,EG10383,b3870,MG1655,glnA,JW3841
P0AD61,KPYK1_ECOLI,EG10804,b1676,MG1655,pykF,JW1666
P26648,FTSP_ECOLI,EG11376,b3017,MG1655,ftsP,JW2985
P26648,FTSP_ECOLI,EG11376,b3017,MG1655,sufI,JW2985
P0A8G3,UXAC_ECOLI,EG12737,b3092,MG1655,uxaC,JW3063
P0A8G3,UXAC_ECOLI,EG12737,b3092,MG1655,ygjX,JW3063
P0A8G3,UXAC_ECOLI,EG12737,b3092,MG1655,ygjY,JW3063
P0A8G3,UXAC_ECOLI,EG12737,b3092,MG1655,ygjZ,JW3063
P11988,BGLB_ECOLI,EG10114,b3721,MG1655,bglB,JW3699
P0AAE0,CYCA_ECOLI,EG12504,b4208,MG1655,cycA,JW4166
P0AAE0,CYCA_ECOLI,EG12504,b4208,MG1655,dagA,JW4166
P0AAE0,CYCA_ECOLI,EG12504,b4208,MG1655,ytfD,JW4166
P39389,YJIR_ECOLI,EG12579,b4340,MG1655,yjiR,JW4303
P00634,PPB_ECOLI,EG10727,b0383,MG1655,phoA,JW0374
P36554,MDTD_ECOLI,EG12136,b2077,MG1655,mdtD,JW2062
P36554,MDTD_ECOLI,EG12136,b2077,MG1655,yegB,JW2062
P04805,SYE_ECOLI,EG10407,b2400,MG1655,gltX,JW2395
P0A853,TNAA_ECOLI,EG11005,b3708,MG1655,tnaA,JW3686
P0A853,TNAA_ECOLI,EG11005,b3708,MG1655,ind,JW3686
P0ACB0,DNAB_ECOLI,EG10236,b4052,MG1655,dnaB,JW4012
P0ACB0,DNAB_ECOLI,EG10236,b4052,MG1655,groP,JW4012
P0ACB0,DNAB_ECOLI,EG10236,b4052,MG1655,grpA,JW4012
P77221,YAHG_ECOLI,EG13591,b0321,MG1655,yahG,JW0313
P00914,PHR_ECOLI,EG10736,b0708,MG1655,phrB,JW0698
P00914,PHR_ECOLI,EG10736,b0708,MG1655,phr,JW0698
P37349,DHAM_ECOLI,EG12399,b1198,MG1655,dhaM,JW5185
P37349,DHAM_ECOLI,EG12399,b1198,MG1655,ycgC,JW5185
P78061,PUUA_ECOLI,EG13908,b1297,MG1655,puuA,JW5201
P78061,PUUA_ECOLI,EG13908,b1297,MG1655,ycjK,JW5201
P0AED9,DCM_ECOLI,EG10211,b1961,MG1655,dcm,JW1944
P0AED9,DCM_ECOLI,EG10211,b1961,MG1655,mec,JW1944
P0AE24,ARAE_ECOLI,EG10056,b2841,MG1655,araE,JW2809
P09832,GLTD_ECOLI,EG10404,b3213,MG1655,gltD,JW3180
P09832,GLTD_ECOLI,EG10404,b3213,MG1655,aspB,JW3180
P37019,CLCA_ECOLI,EG12331,b0155,MG1655,clcA,JW5012
P37019,CLCA_ECOLI,EG12331,b0155,MG1655,eriC,JW5012
P37019,CLCA_ECOLI,EG12331,b0155,MG1655,yadQ,JW5012
P75919,CLSC_ECOLI,EG13875,b1046,MG1655,clsC,JW5150
P75919,CLSC_ECOLI,EG13875,b1046,MG1655,ymdC,JW5150
P02921,MELB_ECOLI,EG10578,b4120,MG1655,melB,JW4081
P02921,MELB_ECOLI,EG10578,b4120,MG1655,mel-4,JW4081
P36672,PTTBC_ECOLI,EG12127,b4240,MG1655,treB,JW4199
P0A9P0,DLDH_ECOLI,EG10543,b0116,MG1655,lpdA,JW0112
P0A9P0,DLDH_ECOLI,EG10543,b0116,MG1655,lpd,JW0112
P0C0V0,DEGP_ECOLI,EG10463,b0161,MG1655,degP,JW0157
P0C0V0,DEGP_ECOLI,EG10463,b0161,MG1655,htrA,JW0157
P0C0V0,DEGP_ECOLI,EG10463,b0161,MG1655,ptd,JW0157
P0AEI1,MIAB_ECOLI,EG13657,b0661,MG1655,miaB,JW0658
P0AEI1,MIAB_ECOLI,EG13657,b0661,MG1655,yleA,JW0658
P77674,ABDH_ECOLI,EG13766,b1444,MG1655,prr,JW1439
P77674,ABDH_ECOLI,EG13766,b1444,MG1655,ydcW,JW1439
P31677,OTSA_ECOLI,EG11751,b1896,MG1655,otsA,JW5312
P77272,PTYBC_ECOLI,EG14163,b2429,MG1655,murP,JW2422
P77272,PTYBC_ECOLI,EG14163,b2429,MG1655,yfeV,JW2422
P24240,ASCB_ECOLI,EG10085,b2716,MG1655,ascB,JW2686
P08401,CREC_ECOLI,EG10730,b4399,MG1655,creC,JW4362
P08401,CREC_ECOLI,EG10730,b4399,MG1655,phoM,JW4362
P77536,YKGF_ECOLI,EG13583,b0307,MG1655,ykgF,JW0300
P77381,DJLB_ECOLI,EG13649,b0646,MG1655,djlB,JW0641
P77381,DJLB_ECOLI,EG13649,b0646,MG1655,ybeS,JW0641
P76083,PAAH_ECOLI,EG13742,b1395,MG1655,paaH,JW1390
P76083,PAAH_ECOLI,EG13742,b1395,MG1655,ydbU,JW1390
P04995,EX1_ECOLI,EG10926,b2011,MG1655,sbcB,JW1993
P04995,EX1_ECOLI,EG10926,b2011,MG1655,cpeA,JW1993
P04995,EX1_ECOLI,EG10926,b2011,MG1655,xonA,JW1993
P52101,GLRK_ECOLI,EG13461,b2556,MG1655,glrK,JW5407
P52101,GLRK_ECOLI,EG13461,b2556,MG1655,yfhK,JW5407
P23845,CYSN_ECOLI,EG10194,b2751,MG1655,cysN,JW2721
P31474,HSRA_ECOLI,EG11732,b3754,MG1655,hsrA,JW3733
P31474,HSRA_ECOLI,EG11732,b3754,MG1655,yieO,JW3733
P0AG71,RMUC_ECOLI,EG11472,b3832,MG1655,rmuC,JW3809
P0AG71,RMUC_ECOLI,EG11472,b3832,MG1655,yigN,JW3809
P30143,YAAJ_ECOLI,EG11555,b0007,MG1655,yaaJ,JW0006
P75822,YBJT_ECOLI,EG13689,b0869,MG1655,ybjT,JW5116
P75835,YCAM_ECOLI,EG13697,b0899,MG1655,ycaM,JW5119
P32128,YIHF_ECOLI,EG11832,b3861,MG1655,yihF,JW5574
P77779,YBFO_ECOLI,EG13661,b0703,MG1655,ybfO,JW0692
P75763,YBHI_ECOLI,EG13665,b0770,MG1655,ybhI,JW0753
P69786,PTGCB_ECOLI,EG10787,b1101,MG1655,ptsG,JW1087
P69786,PTGCB_ECOLI,EG10787,b1101,MG1655,glcA,JW1087
P69786,PTGCB_ECOLI,EG10787,b1101,MG1655,umg,JW1087
P76658,HLDE_ECOLI,EG13416,b3052,MG1655,hldE,JW3024
P76658,HLDE_ECOLI,EG13416,b3052,MG1655,rfaE,JW3024
P76658,HLDE_ECOLI,EG13416,b3052,MG1655,waaE,JW3024
P76658,HLDE_ECOLI,EG13416,b3052,MG1655,yqiF,JW3024
P42590,YGJI_ECOLI,EG12720,b3078,MG1655,ygjI,JW5512
P24228,DACB_ECOLI,EG10202,b3182,MG1655,dacB,JW3149
P24255,RP54_ECOLI,EG10898,b3202,MG1655,rpoN,JW3169
P24255,RP54_ECOLI,EG10898,b3202,MG1655,glnF,JW3169
P24255,RP54_ECOLI,EG10898,b3202,MG1655,ntrA,JW3169
P0A6U8,GLGA_ECOLI,EG10377,b3429,MG1655,glgA,JW3392
P77649,YDIU_ECOLI,EG13980,b1706,MG1655,ydiU,JW1696
P24174,MANC_ECOLI,EG10161,b2049,MG1655,manC,JW2034
P24174,MANC_ECOLI,EG10161,b2049,MG1655,cpsB,JW2034
P24174,MANC_ECOLI,EG10161,b2049,MG1655,rfbM,JW2034
P0ABK9,NRFA_ECOLI,EG11781,b4070,MG1655,nrfA,JW4031
P0AC38,ASPA_ECOLI,EG10095,b4139,MG1655,aspA,JW4099
P33369,MDTQ_ECOLI,EG12020,b2139,MG1655,mdtQ,JW5838/JW5358
P33369,MDTQ_ECOLI,EG12020,b2139,MG1655,yohG,JW5838/JW5358
P33369,MDTQ_ECOLI,EG12020,b2139,MG1655,yohH,JW5838/JW5358
P25553,ALDA_ECOLI,EG10035,b1415,MG1655,aldA,JW1412
P25553,ALDA_ECOLI,EG10035,b1415,MG1655,ald,JW1412
P76273,RSMF_ECOLI,EG14023,b1835,MG1655,rsmF,JW5301
P76273,RSMF_ECOLI,EG14023,b1835,MG1655,yebU,JW5301
P77416,HYFD_ECOLI,EG14212,b2484,MG1655,hyfD,JW2469
Q46877,NORV_ECOLI,EG12963,b2710,MG1655,norV,JW2680
Q46877,NORV_ECOLI,EG12963,b2710,MG1655,flrD,JW2680
Q46877,NORV_ECOLI,EG12963,b2710,MG1655,ygaI,JW2680
Q46877,NORV_ECOLI,EG12963,b2710,MG1655,ygaJ,JW2680
Q46877,NORV_ECOLI,EG12963,b2710,MG1655,ygaK,JW2680
Q46829,BGLA_ECOLI,EG13079,b2901,MG1655,bglA,JW2869
Q46829,BGLA_ECOLI,EG13079,b2901,MG1655,bglD,JW2869
Q46829,BGLA_ECOLI,EG13079,b2901,MG1655,yqfC,JW2869
P77485,CUSS_ECOLI,EG13642,b0570,MG1655,cusS,JW5082
P77485,CUSS_ECOLI,EG13642,b0570,MG1655,ybcZ,JW5082
P21599,KPYK2_ECOLI,EG10803,b1854,MG1655,pykA,JW1843
P76052,ABGB_ECOLI,EG13351,b1337,MG1655,abgB,JW1331
P76052,ABGB_ECOLI,EG13351,b1337,MG1655,ydaI,JW1331
P0ABD1,YEAV_ECOLI,EG13508,b1801,MG1655,yeaV,JW5293
P0AGG8,TLDD_ECOLI,EG12826,b3244,MG1655,tldD,JW3213
P0AGG8,TLDD_ECOLI,EG12826,b3244,MG1655,yhdO,JW3213
P77718,THII_ECOLI,EG13273,b0423,MG1655,thiI,JW0413
P77718,THII_ECOLI,EG13273,b0423,MG1655,yajK,JW0413
P25526,GABD_ECOLI,EG11329,b2661,MG1655,gabD,JW2636
P11553,FUCK_ECOLI,EG10350,b2803,MG1655,fucK,JW2774
Q46821,UACT_ECOLI,EG13071,b2888,MG1655,uacT,JW5470
Q46821,UACT_ECOLI,EG13071,b2888,MG1655,ygfU,JW5470
P77243,PRPD_ECOLI,EG13603,b0334,MG1655,prpD,JW0325
P77243,PRPD_ECOLI,EG13603,b0334,MG1655,yahT,JW0325
P77359,DJLC_ECOLI,EG13652,b0649,MG1655,djlC,JW0644
P77359,DJLC_ECOLI,EG13652,b0649,MG1655,ybeV,JW0644
P0A6L7,UXAB_ECOLI,EG11065,b1521,MG1655,uxaB,JW1514
P16256,PANF_ECOLI,EG10685,b3258,MG1655,panF,JW3226
P0ADN0,VIAA_ECOLI,EG11730,b3745,MG1655,viaA,JW5610
P0ADN0,VIAA_ECOLI,EG11730,b3745,MG1655,yieD,JW5610
P0ADN0,VIAA_ECOLI,EG11730,b3745,MG1655,yieM,JW5610
P0AFZ7,TRKH_ECOLI,EG11021,b3849,MG1655,trkH,JW5576
P32154,PTFLB_ECOLI,EG11863,b3899,MG1655,frvB,JW5562
P32154,PTFLB_ECOLI,EG11863,b3899,MG1655,yiiJ,JW5562
P75712,ALLP_ECOLI,EG13618,b0511,MG1655,ybbW,JW0499
P75712,ALLP_ECOLI,EG13618,b0511,MG1655,glxB2,JW0499
P0AE12,AMN_ECOLI,EG10039,b1982,MG1655,amn,JW1963
P09099,XYLB_ECOLI,EG11075,b3564,MG1655,xylB,JW3536
Q46911,YGCU_ECOLI,EG13128,b4463,MG1655,ygcU,JW5442
Q46911,YGCU_ECOLI,EG13128,b4463,MG1655,ygcT,JW5442
Q46911,YGCU_ECOLI,EG13128,b4463,MG1655,ygcV,JW5442
P15288,PEPD_ECOLI,EG10695,b0237,MG1655,pepD,JW0227
P15288,PEPD_ECOLI,EG10695,b0237,MG1655,pepH,JW0227
P23849,TRKG_ECOLI,EG11020,b1363,MG1655,trkG,JW1358
P0AFF0,NUON_ECOLI,EG12093,b2276,MG1655,nuoN,JW2271
P24241,PTIBC_ECOLI,EG10086,b2715,MG1655,ascF,JW5435
P39276,YJDL_ECOLI,EG12469,b4130,MG1655,yjdL,JW4091
P39276,YJDL_ECOLI,EG12469,b4130,MG1655,dtpC,JW4091
P23837,PHOQ_ECOLI,EG10732,b1129,MG1655,phoQ,JW1115
P0A6H8,CLSA_ECOLI,EG11608,b1249,MG1655,clsA,JW1241
P0A6H8,CLSA_ECOLI,EG11608,b1249,MG1655,cls,JW1241
P0A6H8,CLSA_ECOLI,EG11608,b1249,MG1655,nov,JW1241
P0A6H8,CLSA_ECOLI,EG11608,b1249,MG1655,yciJ,JW1241
P77260,YDFI_ECOLI,EG13821,b1542,MG1655,ydfI,JW1535
P39160,UXUB_ECOLI,EG20248,b4323,MG1655,uxuB,JW4286
P0AE74,CITT_ECOLI,EG13538,b0612,MG1655,citT,JW0604
P0AE74,CITT_ECOLI,EG13538,b0612,MG1655,ybdS,JW0604
P66948,BEPA_ECOLI,EG14199,b2494,MG1655,bepA,JW2479
P66948,BEPA_ECOLI,EG14199,b2494,MG1655,yfgC,JW2479
P39414,TTDT_ECOLI,EG12393,b3063,MG1655,ttdT,JW3035
P39414,TTDT_ECOLI,EG12393,b3063,MG1655,ygjC,JW3035
P39414,TTDT_ECOLI,EG12393,b3063,MG1655,ygjE,JW3035
P33029,YEIQ_ECOLI,EG12036,b2172,MG1655,yeiQ,JW2160
P0ADG7,IMDH_ECOLI,EG10421,b2508,MG1655,guaB,JW5401
P0ADG7,IMDH_ECOLI,EG10421,b2508,MG1655,guaR,JW5401
P32714,MDTP_ECOLI,EG11952,b4080,MG1655,mdtP,JW4041
P32714,MDTP_ECOLI,EG11952,b4080,MG1655,yjcP,JW4041
P25737,LYSP_ECOLI,EG11337,b2156,MG1655,lysP,JW2143
P25737,LYSP_ECOLI,EG11337,b2156,MG1655,cadR,JW2143
P0A9J0,RNG_ECOLI,EG11299,b3247,MG1655,rng,JW3216
P0A9J0,RNG_ECOLI,EG11299,b3247,MG1655,cafA,JW3216
P0A9J0,RNG_ECOLI,EG11299,b3247,MG1655,yhdF,JW3216
P45756,GSPA_ECOLI,EG12888,b3323,MG1655,gspA,JW3285
P45756,GSPA_ECOLI,EG12888,b3323,MG1655,yheD,JW3285
P36837,DTPB_ECOLI,EG12232,b3496,MG1655,dtpB,JW3463
P36837,DTPB_ECOLI,EG12232,b3496,MG1655,yhiP,JW3463
P32171,RHAB_ECOLI,EG11868,b3904,MG1655,rhaB,JW3875
P17445,BETB_ECOLI,EG10110,b0312,MG1655,betB,JW0304
P31060,MODF_ECOLI,EG11677,b0760,MG1655,modF,JW0743
P31060,MODF_ECOLI,EG11677,b0760,MG1655,phrA,JW0743
P0A6P5,DER_ECOLI,EG14207,b2511,MG1655,der,JW5403
P0A6P5,DER_ECOLI,EG14207,b2511,MG1655,engA,JW5403
