Reaction,Formula,LB,UB,Subsystem
OAADC,1.0 h_c + 1.0 oaa_c -> 1.0 pyr_c + 1.0 co2_c,0.0,1000.0,Pyruvate Metabolism
OBTFL,1.0 2obut_c + 1.0 coa_c -> 1.0 for_c + 1.0 ppcoa_c,0.0,1000.0,Alternate Carbon Metabolism
OCBT,1.0 cbp_c + 1.0 orn_c -> 1.0 pi_c + 1.0 h_c + 1.0 citr_DASH_L_c,0,1000.0,Arginine and Proline Metabolism
OCTDPS,5.0 ipdp_c + 1.0 frdp_c -> 5.0 ppi_c + 1.0 octdp_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
OMCDC,1.0 3c4mop_c + 1.0 h_c -> 1.0 co2_c + 1.0 4mop_c,0.0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
ORNDC,1.0 orn_c + 1.0 h_c -> 1.0 ptrc_c + 1.0 co2_c,0.0,1000.0,Arginine and Proline Metabolism
OXCDC,1.0 oxalcoa_c + 1.0 h_c -> 1.0 co2_c + 1.0 forcoa_c,0.0,0.0,Alternate Carbon Metabolism
OXDHCOAT,1.0 3oxdhscoa_c + 1.0 coa_c -> 1.0 23dhacoa_c + 1.0 accoa_c,0.0,0.0,Alternate Carbon Metabolism
P5CD,1.0 1pyr5c_c + 2.0 h2o_c + 1.0 nad_c -> 1.0 glu_DASH_L_c + 1.0 nadh_c + 1.0 h_c,0.0,1000.0,Arginine and Proline Metabolism
P5CR,1.0 1pyr5c_c + 1.0 nadph_c + 2.0 h_c -> 1.0 pro_DASH_L_c + 1.0 nadp_c,0.0,1000.0,Arginine and Proline Metabolism
PACCOAL,1.0 pac_c + 1.0 coa_c + 1.0 atp_c -> 1.0 phaccoa_c + 1.0 ppi_c + 1.0 amp_c,0.0,0.0,Alternate Carbon Metabolism
PAPSR,1.0 trdrd_c + 1.0 paps_c -> 1.0 trdox_c + 1.0 pap_c + 1.0 so3_c + 2.0 h_c,0.0,1000.0,Cysteine Metabolism
PDE1,1.0 h2o_c + 1.0 camp_c -> 1.0 amp_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
PDE4,1.0 h2o_c + 1.0 35cgmp_c -> 1.0 gmp_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
PDH,1.0 pyr_c + 1.0 coa_c + 1.0 nad_c -> 1.0 co2_c + 1.0 nadh_c + 1.0 accoa_c,0.0,1000.0,Glycolysis/Gluconeogenesis
PE160abcpp,1.0 h2o_c + 1.0 pe160_c + 1.0 atp_c -> 1.0 pe160_p + 1.0 pi_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,"Transport, Inner Membrane"
PE161abcpp,1.0 h2o_c + 1.0 pe161_c + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 adp_c + 1.0 pe161_p,0.0,1000.0,"Transport, Inner Membrane"
PE181abcpp,1.0 h2o_c + 1.0 pe181_c + 1.0 atp_c -> 1.0 pe181_p + 1.0 pi_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,"Transport, Inner Membrane"
PFK,1.0 atp_c + 1.0 f6p_c -> 1.0 fdp_c + 1.0 adp_c + 1.0 h_c,0.0,1000.0,Glycolysis/Gluconeogenesis
PFK_3,1.0 s7p_c + 1.0 atp_c -> 1.0 s17bp_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,Pentose Phosphate Pathway
PFL,1.0 pyr_c + 1.0 coa_c -> 1.0 accoa_c + 1.0 for_c,0.0,1000.0,Pyruvate Metabolism
PG160abcpp,1.0 h2o_c + 1.0 pg160_c + 1.0 atp_c -> 1.0 pg160_p + 1.0 pi_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,"Transport, Inner Membrane"
PG161abcpp,1.0 h2o_c + 1.0 pg161_c + 1.0 atp_c -> 1.0 pg161_p + 1.0 pi_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,"Transport, Inner Membrane"
PG181abcpp,1.0 h2o_c + 1.0 pg181_c + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 adp_c + 1.0 pg181_p,0.0,1000.0,"Transport, Inner Membrane"
PGI,1.0 g6p_c -> 1.0 f6p_c,0,1000.0,Glycolysis/Gluconeogenesis
PGK,1.0 atp_c + 1.0 3pg_c -> 1.0 adp_c + 1.0 13dpg_c,0,1000.0,Glycolysis/Gluconeogenesis
PGL,1.0 h2o_c + 1.0 6pgl_c -> 1.0 6pgc_c + 1.0 h_c,0.0,1000.0,Pentose Phosphate Pathway
PGM,1.0 2pg_c -> 1.0 3pg_c,0,1000.0,Glycolysis/Gluconeogenesis
PGMT,1.0 g1p_c -> 1.0 g6p_c,0,1000.0,Alternate Carbon Metabolism
PHETA1,1.0 akg_c + 1.0 phe_DASH_L_c -> 1.0 phpyr_c + 1.0 glu_DASH_L_c,0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
PIt2rpp,1.0 pi_p + 1.0 h_p -> 1.0 pi_c + 1.0 h_c,0,1000.0,Inorganic Ion Transport and Metabolism
PItex,1.0 pi_e -> 1.0 pi_p,0,1000.0,"Transport, Outer Membrane Porin"
PMANM,1.0 man1p_c -> 1.0 man6p_c,0,1000.0,Alternate Carbon Metabolism
POR5,2.0 flxso_c + 1.0 pyr_c + 1.0 coa_c -> 1.0 co2_c + 2.0 flxr_c + 1.0 h_c + 1.0 accoa_c,0,1000.0,Pyruvate Metabolism
POX,1.0 h2o_c + 1.0 pyr_c + 1.0 q8_c -> 1.0 q8h2_c + 1.0 ac_c + 1.0 co2_c,0.0,1000.0,Oxidative Phosphorylation
PPA,1.0 h2o_c + 1.0 ppi_c -> 2.0 pi_c + 1.0 h_c,0.0,1000.0,Anaplerotic Reactions
PPA2,1.0 pppi_c + 1.0 h2o_c -> 1.0 ppi_c + 1.0 pi_c + 1.0 h_c,0.0,1000.0,Anaplerotic Reactions
PPAKr,1.0 adp_c + 1.0 ppap_c -> 1.0 ppa_c + 1.0 atp_c,0,1000.0,Alternate Carbon Metabolism
PPBNGS,2.0 5aop_c -> 1.0 ppbng_c + 2.0 h2o_c + 1.0 h_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
PPC,1.0 pep_c + 1.0 h2o_c + 1.0 co2_c -> 1.0 pi_c + 1.0 h_c + 1.0 oaa_c,0.0,1000.0,Anaplerotic Reactions
PPCK,1.0 oaa_c + 1.0 atp_c -> 1.0 pep_c + 1.0 co2_c + 1.0 adp_c,0.0,1000.0,Anaplerotic Reactions
PPCSCT,1.0 succ_c + 1.0 ppcoa_c -> 1.0 ppa_c + 1.0 succoa_c,0.0,1000.0,Alternate Carbon Metabolism
PPK2r,1.0 ppi_c + 1.0 atp_c -> 1.0 pppi_c + 1.0 adp_c,0,1000.0,Oxidative Phosphorylation
PPKr,1.0 pi_c + 1.0 atp_c -> 1.0 ppi_c + 1.0 adp_c,0,1000.0,Oxidative Phosphorylation
PPM,1.0 r1p_c -> 1.0 r5p_c,0,1000.0,Alternate Carbon Metabolism
PPM2,1.0 2dr1p_c -> 1.0 2dr5p_c,0,1000.0,Alternate Carbon Metabolism
PPND,1.0 pphn_c + 1.0 nad_c -> 1.0 34hpp_c + 1.0 co2_c + 1.0 nadh_c,0.0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
PPNDH,1.0 pphn_c + 1.0 h_c -> 1.0 phpyr_c + 1.0 h2o_c + 1.0 co2_c,0.0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
PPS,1.0 h2o_c + 1.0 pyr_c + 1.0 atp_c -> 1.0 pep_c + 1.0 pi_c + 2.0 h_c + 1.0 amp_c,0.0,1000.0,Glycolysis/Gluconeogenesis
PROD2,1.0 pro_DASH_L_c + 1.0 fad_c -> 1.0 1pyr5c_c + 1.0 fadh2_c + 1.0 h_c,0.0,1000.0,Arginine and Proline Metabolism
PRPPS,1.0 r5p_c + 1.0 atp_c -> 1.0 amp_c + 1.0 prpp_c + 1.0 h_c,0,1000.0,Histidine Metabolism
PSCVT,1.0 pep_c + 1.0 skm5p_c -> 1.0 pi_c + 1.0 3psme_c,0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
PTA2,1.0 pi_c + 1.0 ppcoa_c -> 1.0 coa_c + 1.0 ppap_c,0.0,1000.0,Alternate Carbon Metabolism
PTAr,1.0 pi_c + 1.0 accoa_c -> 1.0 coa_c + 1.0 actp_c,0,1000.0,Pyruvate Metabolism
PUNP1,1.0 pi_c + 1.0 adn_c -> 1.0 ade_c + 1.0 r1p_c,0,1000.0,Nucleotide Salvage Pathway
PUNP2,1.0 pi_c + 1.0 dad_DASH_2_c -> 1.0 2dr1p_c + 1.0 ade_c,0,1000.0,Nucleotide Salvage Pathway
PUNP3,1.0 pi_c + 1.0 gsn_c -> 1.0 gua_c + 1.0 r1p_c,0,1000.0,Nucleotide Salvage Pathway
PUNP4,1.0 dgsn_c + 1.0 pi_c -> 1.0 gua_c + 1.0 2dr1p_c,0,1000.0,Nucleotide Salvage Pathway
PUNP5,1.0 pi_c + 1.0 ins_c -> 1.0 hxan_c + 1.0 r1p_c,0,1000.0,Nucleotide Salvage Pathway
PUNP6,1.0 din_c + 1.0 pi_c -> 1.0 2dr1p_c + 1.0 hxan_c,0,1000.0,Nucleotide Salvage Pathway
PUNP7,1.0 pi_c + 1.0 xtsn_c -> 1.0 r1p_c + 1.0 xan_c,0,1000.0,Nucleotide Salvage Pathway
PYK,1.0 pep_c + 1.0 h_c + 1.0 adp_c -> 1.0 pyr_c + 1.0 atp_c,0.0,1000.0,Glycolysis/Gluconeogenesis
PYNP2r,1.0 uri_c + 1.0 pi_c -> 1.0 ura_c + 1.0 r1p_c,0,1000.0,Nucleotide Salvage Pathway
QMO2,2.0 o2_c + 1.0 q8h2_c -> 2.0 o2s_c + 1.0 q8_c + 2.0 h_c,0.0,0.0,Oxidative Phosphorylation
QUINDH,1.0 quin_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 3dhq_c + 2.0 h_c,0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
R15BPK,1.0 r15bp_c + 1.0 atp_c -> 1.0 prpp_c + 1.0 adp_c,0.0,1000.0,Alternate Carbon Metabolism
R1PK,1.0 r1p_c + 1.0 atp_c -> 1.0 r15bp_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,Alternate Carbon Metabolism
R5PP,1.0 h2o_c + 1.0 r5p_c -> 1.0 rib_DASH_D_c + 1.0 pi_c,0.0,1000.0,Alternate Carbon Metabolism
RBK,1.0 rib_DASH_D_c + 1.0 atp_c -> 1.0 r5p_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,Alternate Carbon Metabolism
RBP4E,1.0 ru5p_DASH_L_c -> 1.0 xu5p_DASH_D_c,0,1000.0,Alternate Carbon Metabolism
REPHACCOAI,1.0 rephaccoa_c -> 1.0 2oxpaccoa_c,0,1000.0,Alternate Carbon Metabolism
RHCCE,1.0 rhcys_c -> 1.0 hcys_DASH_L_c + 1.0 dhptd_c,0.0,1000.0,Methionine Metabolism
RMI,1.0 rmn_c -> 1.0 rml_c,0,1000.0,Alternate Carbon Metabolism
RMPA,1.0 rml1p_c -> 1.0 dhap_c + 1.0 lald_DASH_L_c,0,1000.0,Alternate Carbon Metabolism
RNDR1,1.0 trdrd_c + 1.0 adp_c -> 1.0 dadp_c + 1.0 trdox_c + 1.0 h2o_c,0.0,1000.0,Nucleotide Salvage Pathway
RNDR2,1.0 gdp_c + 1.0 trdrd_c -> 1.0 trdox_c + 1.0 dgdp_c + 1.0 h2o_c,0.0,1000.0,Nucleotide Salvage Pathway
RNDR3,1.0 cdp_c + 1.0 trdrd_c -> 1.0 trdox_c + 1.0 h2o_c + 1.0 dcdp_c,0.0,1000.0,Nucleotide Salvage Pathway
RNDR4b,1.0 udp_c + 1.0 grxrd_c -> 1.0 grxox_c + 1.0 h2o_c + 1.0 dudp_c,0.0,0.0,Nucleotide Salvage Pathway
RNTR2c2,1.0 gtp_c + 2.0 flxr_c + 2.0 h_c -> 2.0 flxso_c + 1.0 h2o_c + 1.0 dgtp_c,0.0,0.0,Nucleotide Salvage Pathway
RNTR4c2,1.0 utp_c + 2.0 flxr_c + 2.0 h_c -> 2.0 flxso_c + 1.0 h2o_c + 1.0 dutp_c,0.0,0.0,Nucleotide Salvage Pathway
RPE,1.0 ru5p_DASH_D_c -> 1.0 xu5p_DASH_D_c,0,1000.0,Pentose Phosphate Pathway
RPI,1.0 r5p_c -> 1.0 ru5p_DASH_D_c,0,1000.0,Pentose Phosphate Pathway
SADH,2.0 h2o_c + 1.0 sucarg_c + 2.0 h_c -> 1.0 sucorn_c + 1.0 co2_c + 2.0 nh4_c,0.0,1000.0,Arginine and Proline Metabolism
SADT2,1.0 so4_c + 1.0 h2o_c + 1.0 gtp_c + 1.0 atp_c -> 1.0 ppi_c + 1.0 pi_c + 1.0 gdp_c + 1.0 aps_c,0.0,1000.0,Cysteine Metabolism
SBTPD,1.0 nad_c + 1.0 sbt6p_c -> 1.0 nadh_c + 1.0 h_c + 1.0 f6p_c,0,1000.0,Alternate Carbon Metabolism
SDPDS,1.0 sl26da_c + 1.0 h2o_c -> 1.0 26dap_DASH_LL_c + 1.0 succ_c,0.0,1000.0,Threonine and Lysine Metabolism
SDPTA,1.0 akg_c + 1.0 sl26da_c -> 1.0 sl2a6o_c + 1.0 glu_DASH_L_c,0,1000.0,Threonine and Lysine Metabolism
SERAT,1.0 ser_DASH_L_c + 1.0 accoa_c -> 1.0 acser_c + 1.0 coa_c,0,1000.0,Cysteine Metabolism
SERD_D,1.0 ser_DASH_D_c -> 1.0 pyr_c + 1.0 nh4_c,0.0,1000.0,Glycine and Serine Metabolism
SERD_L,1.0 ser_DASH_L_c -> 1.0 pyr_c + 1.0 nh4_c,0.0,1000.0,Glycine and Serine Metabolism
SGDS,1.0 sucglu_c + 1.0 h2o_c -> 1.0 glu_DASH_L_c + 1.0 succ_c,0.0,1000.0,Arginine and Proline Metabolism
SGSAD,1.0 h2o_c + 1.0 sucgsa_c + 1.0 nad_c -> 1.0 sucglu_c + 1.0 nadh_c + 2.0 h_c,0.0,1000.0,Arginine and Proline Metabolism
SHK3Dr,1.0 3dhsk_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 skm_c,0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
SHKK,1.0 skm_c + 1.0 atp_c -> 1.0 skm5p_c + 1.0 adp_c + 1.0 h_c,0.0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
SO4t2pp,1.0 so4_p + 1.0 h_p -> 1.0 so4_c + 1.0 h_c,0.0,1000.0,Inorganic Ion Transport and Metabolism
SO4tex,1.0 so4_e -> 1.0 so4_p,0,1000.0,"Transport, Outer Membrane Porin"
SOTA,1.0 akg_c + 1.0 sucorn_c -> 1.0 glu_DASH_L_c + 1.0 sucgsa_c,0.0,1000.0,Arginine and Proline Metabolism
SPMDAT2,1.0 spmd_c + 1.0 accoa_c -> 1.0 n8aspmd_c + 1.0 coa_c + 1.0 h_c,0.0,0.0,Arginine and Proline Metabolism
SPMS,1.0 ptrc_c + 1.0 ametam_c -> 1.0 spmd_c + 1.0 5mta_c + 1.0 h_c,0.0,1000.0,Arginine and Proline Metabolism
SSALx,1.0 h2o_c + 1.0 sucsal_c + 1.0 nad_c -> 1.0 succ_c + 1.0 nadh_c + 2.0 h_c,0.0,1000.0,Arginine and Proline Metabolism
SSALy,1.0 h2o_c + 1.0 nadp_c + 1.0 sucsal_c -> 1.0 succ_c + 1.0 nadph_c + 2.0 h_c,0.0,1000.0,Arginine and Proline Metabolism
SUCDi,1.0 succ_c + 1.0 q8_c -> 1.0 q8h2_c + 1.0 fum_c,0.0,1000.0,Oxidative Phosphorylation
SUCOAS,1.0 succ_c + 1.0 coa_c + 1.0 atp_c -> 1.0 pi_c + 1.0 succoa_c + 1.0 adp_c,0,1000.0,Citric Acid Cycle
SULRi,1.0 so3_c + 3.0 nadph_c + 5.0 h_c -> 3.0 h2o_c + 3.0 nadp_c + 1.0 h2s_c,0.0,1000.0,Cysteine Metabolism
TAGURr,1.0 altrn_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 tagur_c + 1.0 h_c,0,1000.0,Alternate Carbon Metabolism
TALA,1.0 s7p_c + 1.0 g3p_c -> 1.0 e4p_c + 1.0 f6p_c,0,1000.0,Pentose Phosphate Pathway
TAUDO,1.0 akg_c + 1.0 o2_c + 1.0 taur_c -> 1.0 succ_c + 1.0 co2_c + 1.0 aacald_c + 1.0 so3_c + 1.0 h_c,0.0,0.0,Alternate Carbon Metabolism
TGBPA,1.0 tagdp_DASH_D_c -> 1.0 dhap_c + 1.0 g3p_c,0,1000.0,Alternate Carbon Metabolism
THD2pp,1.0 nadh_c + 1.0 nadp_c + 2.0 h_p -> 1.0 nadph_c + 2.0 h_c + 1.0 nad_c,0.0,1000.0,Oxidative Phosphorylation
THFAT,1.0 h2o_c + 1.0 methf_c -> 1.0 5fthf_c + 1.0 h_c,0.0,1000.0,Folate Metabolism
THRA2i,1.0 athr_DASH_L_c -> 1.0 acald_c + 1.0 gly_c,0.0,1000.0,Threonine and Lysine Metabolism
THRAi,1.0 thr_DASH_L_c -> 1.0 acald_c + 1.0 gly_c,0.0,1000.0,Threonine and Lysine Metabolism
THRD_L,1.0 thr_DASH_L_c -> 1.0 2obut_c + 1.0 nh4_c,0.0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
THRt4pp,1.0 na1_p + 1.0 thr_DASH_L_p -> 1.0 thr_DASH_L_c + 1.0 na1_c,0.0,1000.0,"Transport, Inner Membrane"
TKT1,1.0 r5p_c + 1.0 xu5p_DASH_D_c -> 1.0 g3p_c + 1.0 s7p_c,0,1000.0,Pentose Phosphate Pathway
TKT2,1.0 e4p_c + 1.0 xu5p_DASH_D_c -> 1.0 g3p_c + 1.0 f6p_c,0,1000.0,Pentose Phosphate Pathway
TMAOR1pp,1.0 tmao_p + 1.0 mql8_c + 1.0 h_p -> 1.0 h2o_p + 1.0 mqn8_c + 1.0 tma_p,0.0,0.0,Oxidative Phosphorylation
TMAOR2pp,1.0 tmao_p + 1.0 2dmmql8_c + 1.0 h_p -> 1.0 h2o_p + 1.0 2dmmq8_c + 1.0 tma_p,0.0,0.0,Oxidative Phosphorylation
TMDK1,1.0 atp_c + 1.0 thymd_c -> 1.0 dtmp_c + 1.0 h_c + 1.0 adp_c,0.0,1000.0,Nucleotide Salvage Pathway
TMDPP,1.0 pi_c + 1.0 thymd_c -> 1.0 2dr1p_c + 1.0 thym_c,0,1000.0,Nucleotide Salvage Pathway
TMDS,1.0 dump_c + 1.0 mlthf_c -> 1.0 dtmp_c + 1.0 dhf_c,0.0,1000.0,Nucleotide Salvage Pathway
TPI,1.0 dhap_c -> 1.0 g3p_c,0,1000.0,Glycolysis/Gluconeogenesis
TRDR,1.0 trdox_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 trdrd_c,0.0,1000.0,Oxidative Phosphorylation
TRE6PH,1.0 tre6p_c + 1.0 h2o_c -> 1.0 g6p_c + 1.0 glc_DASH_D_c,0.0,1000.0,Alternate Carbon Metabolism
TRE6PP,1.0 tre6p_c + 1.0 h2o_c -> 1.0 tre_c + 1.0 pi_c,0.0,1000.0,Alternate Carbon Metabolism
TRE6PS,1.0 g6p_c + 1.0 udpg_c -> 1.0 tre6p_c + 1.0 udp_c + 1.0 h_c,0.0,1000.0,Alternate Carbon Metabolism
TREH,1.0 tre_c + 1.0 h2o_c -> 2.0 glc_DASH_D_c,0.0,1000.0,Alternate Carbon Metabolism
TRPAS2,1.0 h2o_c + 1.0 trp_DASH_L_c -> 1.0 pyr_c + 1.0 indole_c + 1.0 nh4_c,0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
TRPS1,1.0 ser_DASH_L_c + 1.0 3ig3p_c -> 1.0 h2o_c + 1.0 g3p_c + 1.0 trp_DASH_L_c,0.0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
TRPS2,1.0 ser_DASH_L_c + 1.0 indole_c -> 1.0 h2o_c + 1.0 trp_DASH_L_c,0.0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
TRPS3,1.0 3ig3p_c -> 1.0 g3p_c + 1.0 indole_c,0.0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
TRSARr,1.0 nadh_c + 1.0 h_c + 1.0 2h3oppan_c -> 1.0 glyc_DASH_R_c + 1.0 nad_c,0,1000.0,Alternate Carbon Metabolism
TYRTA,1.0 akg_c + 1.0 tyr_DASH_L_c -> 1.0 glu_DASH_L_c + 1.0 34hpp_c,0,1000.0,"Tyrosine, Tryptophan, and Phenylalanine Metabolism"
UACGAMPpp,1.0 h2o_p + 1.0 uacgam_p -> 1.0 ump_p + 1.0 acgam1p_p + 2.0 h_p,0.0,0.0,Alternate Carbon Metabolism
UDCPDPS,8.0 ipdp_c + 1.0 frdp_c -> 1.0 udcpdp_c + 8.0 ppi_c,0.0,1000.0,Cofactor and Prosthetic Group Biosynthesis
UDPG4E,1.0 udpg_c -> 1.0 udpgal_c,0,1000.0,Alternate Carbon Metabolism
UDPGPpp,1.0 h2o_p + 1.0 udpg_p -> 1.0 ump_p + 1.0 g1p_p + 2.0 h_p,0.0,0.0,Alternate Carbon Metabolism
UGLT,1.0 udpg_c + 1.0 gal1p_c -> 1.0 udpgal_c + 1.0 g1p_c,0,1000.0,Alternate Carbon Metabolism
UM4PCP,1.0 um4p_c + 1.0 h2o_c -> 1.0 ala_DASH_D_c + 1.0 ugmd_c,0.0,0.0,Murein Recycling
UMPK,1.0 ump_c + 1.0 atp_c -> 1.0 udp_c + 1.0 adp_c,0,1000.0,Nucleotide Salvage Pathway
UPPRT,1.0 ura_c + 1.0 prpp_c -> 1.0 ump_c + 1.0 ppi_c,0.0,1000.0,Nucleotide Salvage Pathway
URDGLYCD,1.0 urdglyc_c + 1.0 nad_c -> 1.0 nadh_c + 1.0 oxur_c + 1.0 h_c,0.0,0.0,Alternate Carbon Metabolism
URIH,1.0 uri_c + 1.0 h2o_c -> 1.0 ura_c + 1.0 rib_DASH_D_c,0.0,1000.0,Alternate Carbon Metabolism
URIK2,1.0 uri_c + 1.0 gtp_c -> 1.0 ump_c + 1.0 gdp_c + 1.0 h_c,0.0,1000.0,Nucleotide Salvage Pathway
VALTA,1.0 akg_c + 1.0 val_DASH_L_c -> 1.0 glu_DASH_L_c + 1.0 3mob_c,0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
VPAMTr,1.0 ala_DASH_L_c + 1.0 3mob_c -> 1.0 pyr_c + 1.0 val_DASH_L_c,0,1000.0,"Valine, Leucine, and Isoleucine Metabolism"
XAND,1.0 h2o_c + 1.0 nad_c + 1.0 xan_c -> 1.0 urate_c + 1.0 nadh_c + 1.0 h_c,0.0,0.0,Nucleotide Salvage Pathway
XPPT,1.0 prpp_c + 1.0 xan_c -> 1.0 xmp_c + 1.0 ppi_c,0.0,1000.0,Nucleotide Salvage Pathway
XTSNH,1.0 h2o_c + 1.0 xtsn_c -> 1.0 rib_DASH_D_c + 1.0 xan_c,0.0,1000.0,Nucleotide Salvage Pathway
XYLI1,1.0 xyl_DASH_D_c -> 1.0 xylu_DASH_D_c,0,1000.0,Alternate Carbon Metabolism
XYLI2,1.0 glc_DASH_D_c -> 1.0 fru_c,0,1000.0,Alternate Carbon Metabolism
XYLK2,1.0 xylu_DASH_L_c + 1.0 atp_c -> 1.0 xu5p_DASH_L_c + 1.0 h_c + 1.0 adp_c,0.0,0.0,Alternate Carbon Metabolism
ZN2tpp,1.0 zn2_p -> 1.0 zn2_c,0.0,1000.0,Inorganic Ion Transport and Metabolism
Zn2tex,1.0 zn2_e -> 1.0 zn2_p,0,1000.0,"Transport, Outer Membrane Porin"
AMPMS3,1 amet_c + 1 air_c -> 1 co_c + 1 dad_DASH_5_c + 1 met_DASH_L_c + 1 4ampm_c + 3 h_c + 1 for_c,0.0,1000.0,
COtpp,1 co_c -> 1 co_p,0.0,1000.0,
COtex,1 co_p -> 1 co_e,0.0,1000.0,
EX_co_LPAREN_e_RPAREN_,1 co_e ->,0.0,1000.0,
EX_ca2_LPAREN_e_RPAREN__reverse,-> 1.0 ca2_e,0,1000.0,
EX_cbl1_LPAREN_e_RPAREN__reverse,-> 1.0 cbl1_e,0,1000.0,
EX_cl_LPAREN_e_RPAREN__reverse,-> 1.0 cl_e,0,1000.0,
EX_cobalt2_LPAREN_e_RPAREN__reverse,-> 1.0 cobalt2_e,0,1000.0,
EX_cu2_LPAREN_e_RPAREN__reverse,-> 1.0 cu2_e,0,1000.0,
EX_fe2_LPAREN_e_RPAREN__reverse,-> 1.0 fe2_e,0,1000.0,
EX_glc_LPAREN_e_RPAREN__reverse,-> 1.0 glc_DASH_D_e,0,10.0,
EX_k_LPAREN_e_RPAREN__reverse,-> 1.0 k_e,0,1000.0,
EX_mg2_LPAREN_e_RPAREN__reverse,-> 1.0 mg2_e,0,1000.0,
EX_mn2_LPAREN_e_RPAREN__reverse,-> 1.0 mn2_e,0,1000.0,
EX_mobd_LPAREN_e_RPAREN__reverse,-> 1.0 mobd_e,0,1000.0,
EX_nh4_LPAREN_e_RPAREN__reverse,-> 1.0 nh4_e,0,1000.0,
EX_ni2_LPAREN_e_RPAREN__reverse,-> 1.0 ni2_e,0,1000.0,
EX_o2_LPAREN_e_RPAREN__reverse,-> 1.0 o2_e,0,18.0,
EX_pi_LPAREN_e_RPAREN__reverse,-> 1.0 pi_e,0,1000.0,
EX_so4_LPAREN_e_RPAREN__reverse,-> 1.0 so4_e,0,1000.0,
EX_zn2_LPAREN_e_RPAREN__reverse,-> 1.0 zn2_e,0,1000.0,
5DGLCNR_reverse,1.0 glcn_c + 1.0 nadp_c -> 1.0 5dglcn_c + 1.0 nadph_c + 1.0 h_c,0,1000.0,Alternate Carbon Metabolism
5MTRtex_reverse,1.0 5mtr_p -> 1.0 5mtr_e,0,1000.0,"Transport, Outer Membrane Porin"
A5PISO_reverse,1.0 ara5p_c -> 1.0 ru5p_DASH_D_c,0,1000.0,Alternate Carbon Metabolism
ACALD_reverse,1.0 nadh_c + 1.0 h_c + 1.0 accoa_c -> 1.0 acald_c + 1.0 coa_c + 1.0 nad_c,0,1000.0,Pyruvate Metabolism
ACKr_reverse,1.0 actp_c + 1.0 adp_c -> 1.0 ac_c + 1.0 atp_c,0,1000.0,Pyruvate Metabolism
ACONTa_reverse,1.0 h2o_c + 1.0 acon_DASH_C_c -> 1.0 cit_c,0,1000.0,Citric Acid Cycle
ACONTb_reverse,1.0 icit_c -> 1.0 h2o_c + 1.0 acon_DASH_C_c,0,1000.0,Citric Acid Cycle
ACOTA_reverse,1.0 glu_DASH_L_c + 1.0 acg5sa_c -> 1.0 akg_c + 1.0 acorn_c,0,1000.0,Arginine and Proline Metabolism
ACt2rpp_reverse,1.0 ac_c + 1.0 h_c -> 1.0 ac_p + 1.0 h_p,0,1000.0,"Transport, Inner Membrane"
ACtex_reverse,1.0 ac_p -> 1.0 ac_e,0,1000.0,"Transport, Outer Membrane Porin"
ADK1_reverse,2.0 adp_c -> 1.0 amp_c + 1.0 atp_c,0,1000.0,Nucleotide Salvage Pathway
ADK3_reverse,1.0 gdp_c + 1.0 adp_c -> 1.0 gtp_c + 1.0 amp_c,0,1000.0,Nucleotide Salvage Pathway
ADK4_reverse,1.0 idp_c + 1.0 adp_c -> 1.0 amp_c + 1.0 itp_c,0,1000.0,Nucleotide Salvage Pathway
